69	870	2006	1	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
119	0
121	0
122	0
150	0
151	0
152	0
153	0
155	0
160	0
171	0
190	0
210	0
220	0
222	0
223	0
251	0
255	0
256	0
260	0
264	0
300	0
301	0
302	0
305	0
306	0
307	0
313	0
314	0
315	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
350	0
401	0
402	0
403	0
404	0
405	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
653	0
654	0
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
715	0
716	0
717	0
718	0
719	0
722	0
730	0
740	0
743	0
755	0
756	0
757	0
760	0
761	0
771	0
773	0
774	0
775	0
776	0
777	0
778	0
800	0
802	0
803	0
804	0
805	0
806	0
808	0
810	0
811	0
812	0
813	0
814	0
816	0
818	0
821	0
830	0
832	0
833	0
840	0
841	0
844	0
845	0
851	0
852	0
860	0
861	0
866	0
867	0
868	0
869	0
870	0
880	0
881	0
882	0
884	0
887	0
889	0
890	0
892	0
893	0
894	0
900	0
903	0
904	0
905	0
907	0
908	0
909	0
910	0
911	0
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
924	0
2005	0
2169	0
2274	0
2331	0
2447	0
2450	0
2469	0
2516	0
2519	0
2520	0
2533	0
2538	0
2543	0
2557	0
2566	0
2593	0
2598	0
2599	0
2615	0
2655	0
2672	0
2674	0
2676	0
2702	0
2719	0
4964	0
4979	0
5016	0
5031	0
5058	0
5101	0
5176	0
5202	0
5347	0
5453	0
5694	0
5738	0
5744	0
5805	0
5811	0
5870	0
10854	0
10863	0
10867	0
10868	0
10932	0
10934	0
10939	0
10952	0
10954	0
10973	0
10974	0
10990	0
11008	0
11027	0
11046	0
11049	0
11052	0
11059	0
11064	0
11082	0
11086	0
11089	0
11092	0
11093	0
11096	0
11098	0
11100	0
11101	0
11103	0
11104	0
11106	0
11109	0
11111	0
11113	0
11114	0
11116	0
11119	0
11122	0
11135	0
11137	0
11140	0
11143	0
11146	0
11148	0
11149	0
11155	0
11157	0
11170	0
11174	0
11175	0
11176	0
11181	0
11185	0
11186	0
11187	0
11191	0
11194	0
11219	0
11226	0
11242	0
11245	0
11259	0
11260	0
11267	0
11268	0
11276	0
11283	0
11287	0
11290	0
11294	0
11299	0
11303	0
11305	0
11320	0
11323	0
11335	0
11342	0
11362	0
11402	0
11410	0
11424	0
11441	0
11462	0
11464	0
11489	0
11493	0
11494	0
11495	0
11496	0
11497	0
11501	0
11505	0
11506	0
11507	0
11509	0
11511	0
11512	0
11516	0
11520	0
11522	0
11533	0
11541	0
11546	0
11559	0
11561	0
11563	0
11564	0
11566	0
11573	0
11575	0
11578	0
11581	0
11592	0
11599	0
11602	0
11604	0
11608	0
11613	0
11618	0
11623	0
11625	0
11630	0
11640	0
11648	0
11651	0
11654	0
11657	0
11659	0
11664	0
11667	0
11668	0
11669	0
11672	0
11675	0
11676	0
11678	0
11683	0
11687	0
11694	0
11697	0
11706	0
11707	0
11709	0
11710	0
11712	0
11717	0
11718	0
11721	0
11730	0
11731	0
11734	0
11735	0
11736	0
11738	0
11739	0
11744	0
11748	0
11755	0
11756	0
11759	0
11762	0
11766	0
11767	0
11775	0
11776	0
11781	0
11782	0
11785	0
11786	0
11810	0
11811	0
11812	0
11814	0
11816	0
11817	0
11821	0
11822	0
11823	0
11825	0
11831	0
11832	0
11834	0
11835	0
11837	0
11843	0
11852	0
11853	0
11855	0
11870	0
11873	0
11875	0
11877	0
11878	0
11882	0
11883	0
11884	0
11890	0
11891	0
11892	0
11898	0
11903	0
11904	0
11910	0
11913	0
11927	0
11933	0
11936	0
11940	0
11942	0
11947	0
11963	0
11964	0
11967	0
11969	0
11978	0
11981	0
11984	0
12002	0
12011	0
12015	0
12024	0
12025	0
12030	0
12032	0
12033	0
12035	0
12037	0
12038	0
12041	0
12043	0
12047	0
12049	0
12055	0
12067	0
12094	0
12095	0
12098	0
12099	0
12102	0
12103	0
12104	0
12105	0
12106	0
12107	0
12108	0
