1,1,1,1,0,0,0,0,0,1,0.561390,3,0.591490,1,0.920564
1,1,1,1,0,0,0,0,1,1,0.561390,3,0.591490,1,0.920564
1,1,1,1,0,0,0,1,0,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,0,0,0,1,1,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,0,0,1,0,0,2,0.653846,4,0.615385,1,0.923077
1,1,1,1,0,0,1,0,1,2,0.653846,4,0.615385,1,0.923077
1,1,1,1,0,0,1,1,0,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,0,0,1,1,1,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,0,1,0,0,0,2,0.666667,3,0.878788,2,0.606061
1,1,1,1,0,1,0,0,1,2,0.666667,3,0.878788,2,0.606061
1,1,1,1,0,1,0,1,0,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,0,1,0,1,1,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,0,1,1,0,0,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,0,1,1,0,1,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,0,1,1,1,0,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,0,1,1,1,1,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,1,0,0,0,0,1,0.833333,4,0.444445,1,0.833333
1,1,1,1,1,0,0,0,1,1,0.833333,4,0.444445,1,0.833333
1,1,1,1,1,0,0,1,0,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,1,0,0,1,1,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,1,0,1,0,0,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,1,0,1,0,1,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,1,0,1,1,0,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,1,0,1,1,1,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,1,1,0,0,0,4,0.250000,1,0.250000,4,0.250000
1,1,1,1,1,1,0,0,1,4,0.250000,1,0.250000,4,0.250000
