linkId.Up,linkId.Down,detList.Down,distance
3655799270846682047,3657026957182455435,8356,11.33
3655857093991155615,3657026957182455435,8356,9.01
3655968917759612946,3657026957182455435,8356,8.35
3656015707133299615,3657026957182455435,8356,7.57
3656033965039266257,3657026957182455435,8356,7.53
3656080281966573030,3657026957182455435,8356,7.37
3656123983258799040,3657026957182455435,8356,7.19
3656235716832977120,3657026957182455435,8356,7.09
3656451603364058002,3657026957182455435,8356,6.49
3656576823135542090,3657026957182455435,8356,5.77
3656589493289062180,3657026957182455435,8356,5.73
3656628319793408450,3657026957182455435,8356,5.69
3656670152774860954,3657026957182455435,8356,5.49
3656764818149008610,3657026957182455435,8356,5.43
3656843343036056824,3657026957182455435,8356,4.91
3656852040344828024,3657026957182455435,8356,4.88
3656977968785895829,3657026957182455435,8356,4.84
3656984531495637006,3657026957182455435,8356,1.26
3656985704021686110,3657026957182455435,8356,0.92
3656987078411279525,3657026957182455435,8356,1.72
3656989569492335470,3657026957182455435,8356,1.80
3656995273208801667,3657026957182455435,8356,0.76
3657012092300885163,3657026957182455435,8356,2.82
3657019870486472097,3657026957182455435,8356,0.48
3657039403998026075,3657026957182455435,8356,3.67
3657043965253272645,3657026957182455435,8356,3.30
3657044703987625804,3657026957182455435,8356,3.18
3657030650854064910,3656996475799369485,8357,1.14
3657030917141974448,3656996475799369485,8357,1.39
3657032154092529130,3656996475799369485,8357,1.73
3657011486710125369,3656984308157021300,8358,0.59
3657026330117158974,3656984308157021300,8358,1.30
3657027128981111070,3656984308157021300,8358,1.36
3657040744027004007,3657034215676787425,8359,0.99
3657048105600890192,3657034215676787425,8359,1.32
3657049248062174625,3657034215676787425,8359,1.35
3657049913782099895,3657034215676787425,8359,1.44
3657017830376686671,3657021566998101215,8360,1.73
3657018539046227410,3657021566998101215,8360,0.59
3657019054442276550,3657021566998101215,8360,0.33
3657053392705587269,3657050858674899820,8361,0.35
3657055995455720206,3657050858674899820,8361,1.08
3657028675168902201,3657036599383482330,8362,1.36
3657034834151945340,3657036599383482330,8362,0.35
3657035521346696743,3657036599383482330,8362,0.04
3657051880876907806,3657054316123436890,8363,0.76
3657053573093970394,3657054316123436890,8363,1.15
3657078196141458370,3657054316123436890,8363,1.21
3657037501326609389,3657040421904233175,8364,1.12
3657038897190963450,3657040421904233175,8364,1.09
3657043402611607796,3657040421904233175,8364,0.74
3657292729757831600,3657119625395977909,8365,0.86
3657037393952220154,3657115755630441026,8366,1.20
3657040013882219292,3657115755630441026,8366,0.51
3657064237497746400,3657115755630441026,8366,0.06
3657288043948508741,3657528012361211500,8368,0.77
3661391481473260135,3661681885686944140,8371,0.48
3661467652718245485,3661681885686944140,8371,0.41
3661536093022099040,3661681885686944140,8371,0.11
3661559006672620550,3661681885686944140,8371,0.08
3661794907751327535,3661691549363361965,8372,0.03
3661761879452900629,3661976069472010530,8373,0.27
3661798945020675195,3661976069472010530,8373,0.12
3660915148125310385,3660994497646103680,8375,0.24
3659622938494821544,3660000427465438217,8376,0.46
3659737609826657895,3660000427465438217,8376,0.37
3660037561752681886,3659770612355363092,8379,0.48
3658530260160017203,3659414009810707730,8380,1.55
3658620282674541909,3659414009810707730,8380,1.25
3658704528458053270,3659414009810707730,8380,1.19
3658875936307868419,3659414009810707730,8380,0.91
3659008075271696207,3659414009810707730,8380,0.50
3659132242776222619,3659414009810707730,8380,0.38
3661761879452900629,3661976069472010530,8382,0.27
3661798945020675195,3661976069472010530,8382,0.12
3660448246525585176,3660696598714459693,8384,0.49
3660485002855686760,3660696598714459693,8384,0.36
3660536426499108734,3660696598714459693,8384,0.09
3660946522861409534,3660738427400955131,8385,0.12
3660554658635281375,3660470722089442687,8386,0.11
3660283371320965343,3660517150685865417,8388,0.26
3660283371320965343,3660517150685865417,8389,0.26
3662826185233656810,3662724506177892444,8390,0.20
3661150280404896081,3661331635398963210,8392,0.55
3661390042659219395,3661356142482355472,8393,0.07
3661477612747407099,3661356142482355472,8393,0.42
3661566243692516504,3661356142482355472,8393,0.50
3661588190975396335,3661356142482355472,8393,0.53
3661795337248054175,3661915969994486193,8396,0.03
3663830400127068770,3663571688477030259,8401,0.16
3663891259813652220,3663571688477030259,8401,0.23
3664564375677498345,3664573867555151737,8402,1.29
3664596514917834440,3664573867555151737,8402,1.34
3664591811928499310,3664587439651804757,8403,0.05
3664594719621345989,3664587439651804757,8403,0.28
3664611787821319691,3664587439651804757,8403,1.40
3664583479691724444,3664622284721312611,8404,0.91
3664597885011980566,3664622284721312611,8404,1.21
3664611396979078505,3664622284721312611,8404,1.25
3664641320016164931,3664622284721312611,8404,2.66
3664662528564605565,3664622284721312611,8404,2.74
3664674679027056938,3664622284721312611,8404,3.31
3664665839984289636,3664678450008301927,8405,0.32
3664671182923620220,3664678450008301927,8405,0.04
3664566896822428007,3664616800047596696,8406,1.34
3664576027922959710,3664616800047596696,8406,0.03
3664574202561713015,3664572510344612330,8407,0.03
3664574224036535574,3664572510344612330,8407,0.31
3664577488211609125,3664572510344612330,8407,1.62
3664581203358259790,3664572510344612330,8407,1.65
3664592155524826549,3664572510344612330,8407,2.47
3664614553779236655,3664572510344612330,8407,2.51
3664631347101177943,3664572510344612330,8407,6.61
3664578390155699295,3664610662539811785,8408,1.29
3664581765999981377,3664610662539811785,8408,1.24
3664597700328593700,3664610662539811785,8408,1.01
3664571337819179509,3664665101249945792,8409,3.25
3664582470374358627,3664665101249945792,8409,2.49
3664598469127517480,3664665101249945792,8409,2.10
3664627473041602785,3664665101249945792,8409,2.06
3664650094634283815,3664665101249945792,8409,0.65
3664662717543137431,3664665101249945792,8409,0.57
3664652134743646080,3664603245130808420,8410,0.33
3664657932949512125,3664603245130808420,8410,0.37
3664554411352498532,3664559707047102940,8411,1.31
3664562734999178629,3664559707047102940,8411,1.35
3664905258642541529,3664626983416479157,8413,0.32
3664999211052137080,3664626983416479157,8413,0.38
3664997578964562785,3665111919583911669,8414,0.07
3666445455389728794,3666001514685104154,8419,0.08
3666481876712398850,3666001514685104154,8419,0.17
3666544583234920345,3666001514685104154,8419,0.33
3666602543818579790,3666001514685104154,8419,0.38
3668289701463358752,3668280986974721247,8420,0.09
3668161445150008729,3668242529837558938,8421,0.32
3668182340165893358,3668242529837558938,8421,0.28
3668215389939225000,3668242529837558938,8421,0.08
3668173840425655116,3668154414288557019,8422,0.19
3678117827880362725,3678222955795275937,8441,3.68
3678122311826215907,3678222955795275937,8441,3.87
3678131137984017900,3678222955795275937,8441,3.76
3678136979139545570,3678222955795275937,8441,3.68
3678149327170835175,3678222955795275937,8441,0.13
3678150783164761652,3678222955795275937,8441,0.07
3678152934943333214,3678222955795275937,8441,0.24
3678157835501051961,3678222955795275937,8441,0.28
3678161005186631704,3678222955795275937,8441,2.93
3678168714653174596,3678222955795275937,8441,0.76
3678171454842344246,3678222955795275937,8441,0.35
3678199578288135877,3678222955795275937,8441,0.79
3678205574062371182,3678222955795275937,8441,1.26
3678212832557068067,3678222955795275937,8441,3.65
3678218536273759030,3678222955795275937,8441,0.96
3678227340956725298,3678222955795275937,8441,1.27
3678265205388652485,3678216693732970687,8442,0.30
3678276651476513620,3678216693732970687,8442,0.39
3678288582895678648,3678216693732970687,8442,0.67
3664932626175235906,3665198561960287772,8443,0.36
3678119060536306232,3677855164860691100,8447,0.36
3678108567932099125,3678181238778616570,8450,1.53
3678123342619570950,3678181238778616570,8450,1.16
3678135067880268220,3678181238778616570,8450,0.94
3678142884720733130,3678181238778616570,8450,0.70
3678149584869702800,3678181238778616570,8450,0.63
3678163371714697800,3678181238778616570,8450,0.43
3678173787010371435,3678181238778616570,8450,0.07
3670669577200280370,3670775207626005597,8454,0.36
3670703550391607165,3670775207626005597,8454,0.26
3671130079298963665,3670917353863687690,8456,1.15
3670131812936624276,3669977675150298889,8461,0.11
3672276736783771553,3672487894555889464,8462,0.55
3672394479017211570,3672487894555889464,8462,0.28
3665666429927744355,3665765540593072699,8464,0.32
3665807304855062994,3665770797633044879,8465,0.09
3669072923109555180,3669078880229188524,8467,0.02
3669073030483740760,3669078880229188524,8467,0.07
3669073588829494470,3669078880229188524,8467,0.14
3669074318973938700,3669078880229188524,8467,0.16
3669070775625899985,3669064749786765077,8468,0.05
3669072021166419995,3669064749786765077,8468,0.09
3669072923109555180,3669064749786765077,8468,0.12
3669073030483740760,3669064749786765077,8468,0.16
3669073588829494470,3669064749786765077,8468,0.23
3669074318973938700,3669064749786765077,8468,0.25
