MLPLinkId,ImrcpSegId
3671674316080954753,1073749081
3671209909857213808,1073776391
3671052228721429933,1073884882
3672500156688944709,1073927459
3664991535946421613,1073944589
3676181360274446538,1073987711
3666060506062525771,1074014751
3651446420275074300,1074042255
3672537028982360585,1074103090
3666431702905399526,1074121338
3676669002270101974,1074189267
3657055892377248544,1074244857
3670989659637164185,1074271827
3675832084941426610,1074275067
3672333447530703710,1074301278
3670353738190453340,1074361815
3671781149099202434,1074442974
3670446470829232515,1074559979
3672264126760748328,1074597566
3665775015292564528,1074644522
3675095008425024065,1074704147
3670392337061287405,1074723864
3668718764401260830,1074742492
3671311996934861935,1074763736
3670505874524823920,1074765642
3659390048189550465,1074773578
3663387619063675742,1074860010
3661250735398102940,1074893623
3672629336419095676,1074936848
3660000264256668519,1075036430
3676590185325255134,1075066689
3669090596900014215,1075175910
3656771539772827579,1075178832
3668281017040361590,1075184706
3672917176538083900,1075263834
3672281465544372242,1075346274
3672480867990809491,1075358112
3650572634946337663,1075396178
3676788509732393391,1075423662
3670891111612413696,1075477142
3663346803989332004,1075604792
3669065621662764542,1075607532
3669078880229188524,1075657782
3667441909279805090,1075708191
3668108612758011451,1075838310
3664119296808234312,1075967377
3678396201891830350,1076015553
3665777012451236072,1076072996
3650246878860515230,1076131149
3657005512410332646,1076182250
3673763431125054404,1076196244
3678131137984017900,1076206770
3668316837066749955,1076270619
3661002786935812735,1076308311
3665358420645096740,1076324155
3664975258021212586,1076331131
3672631475312810175,1076369530
3676516896004651230,1076428775
3675819114142589905,1076430691
3655932084117523155,1076654562
3668033077168108977,1076702115
3663919469159669806,1076716172
3674454186420606801,1076766173
3670371605256230806,1076795062
3659414009810707730,1076800146
3661247638726570046,1076850906
3661221486670709815,1076852210
3664703554092929558,1076958976
3670131812936624276,1076959774
3669144992660835264,1076987168
3665495279775954255,1077075339
3659622938494821544,1077097954
3667338031200553139,1077131541
3664363366915368520,1077134085
3669004929482365390,1077138144
3662737159153162860,1077188552
3688150566542129424,1077205673
3665749004969383230,1077213674
3668213302586609845,1077217649
3663826062210751965,1077228838
3664655527770191985,1077249984
3670982229343722191,1077334318
3664667854326348695,1077400071
3653174650692015880,1077423045
3668286239719671669,1077423059
3670631931814015585,1077438843
3668405764366227785,1077451462
3672503012842191570,1077457541
3664879295566298430,1077488338
3678227340956725298,1077503379
3666563433849603852,1077515860
3667914033556573868,1077546735
3676649674917267450,1077563913
3670955312783552247,1077575499
3671953390171820496,1077608542
3670984707540598477,1077618889
3664390356492044850,1077622243
3670166009467528109,1077652811
3667202378953486955,1077757566
3663324659138044485,1077888302
3664597605841896354,1077927158
3668248740360918212,1077984679
3682218357711670590,1078102744
3677483379606228614,1078116770
3663693223170365799,1078121048
3655800593696621745,1078152788
3661346109442702717,1078157625
3667702532191457200,1078177892
3672229818561045993,1078244357
3677443797188044394,1078286238
3666975119348356538,1078304777
3687010875496505205,1078326933
3664417221510172380,1078365550
3665350663932651550,1078409718
3660696598714459693,1078448686
3666456321659262020,1078459082
3671080541145355935,1078476100
3667220868787154930,1078556747
3660056841860884731,1078597733
3677064847929557845,1078604574
3668761580930502061,1078663980
3672682473753761813,1078683547
3661398834457212666,1078734377
3668140945269510159,1078746689
3667622336560933504,1078754432
3678094437489719885,1078772749
3666806533292662564,1078807661
3657538569390825384,1078920136
3668708344810709964,1078956001
3664810468715142275,1079014377
3672487104281854324,1079040980
3659733688522600550,1079065640
3656965152603172239,1079107943
3669000668875530328,1079122322
3664030335150600797,1079140991
3664652134743646080,1079295922
3672083003693554982,1079387820
3667338615316103485,1079476512
3660870128279737274,1079498080
3675285928309325445,1079564973
3664940765140386718,1079601518
3671013840303037138,1079611380
3662878532296703887,1079698156
3667537601150018630,1079737693
3663626152958105500,1079771572
3664932626175235906,1079774969
3654210369170270548,1079836664
3670506239597023090,1079849985
3676515178017738395,1079881523
3664472716782829400,1079885642
3668314955871044012,1079949575
3669722957819834069,1080062895
3656451603364058002,1080166660
3663368519345765095,1080201652
3677432028981774312,1080294706
3669440632439826747,1080315193
3671730412647509275,1080379198
3649685741382810270,1080415424
3682234274860465009,1080541242
3677525096623069135,1080580412
3663492893010900031,1080625530
3668579710538522780,1080668868
3670197435741937834,1080794300
3672175976852616276,1080891075
3659079930076892280,1080913096
3663305430569425238,1081079878
3658707659489214365,1081108673
3661009345349668033,1081112237
3665661791365685224,1081119347
3661904515316710796,1081143390
3670279345061954592,1081182859
3667381285813879055,1081217977
3667266867887663976,1081233044
3654491315866274445,1081268638
3668254946588652155,1081289879
3668252833464964929,1081304663
3674451467706311871,1081363610
3668884094872452154,1081420815
3675901315519276677,1081465930
3664673523683176317,1081526829
3662538516915723973,1081604200
3673472537280114237,1081673162
3649890203299854260,1081706253
3678281938581898025,1081750730
3664564375677498345,1081813033
3660073072542846924,1081813373
3675335457872172185,1081826192
3664611787821319691,1081835765
3660524276037273994,1081916306
3677040061673281080,1081944226
3665441622751561752,1081993244
3668871776906151022,1082142963
3662975306502107038,1082158881
3661038177465135640,1082171115
3678137924033539245,1082243590
3690784794538776670,1082288740
3668967434416208119,1082362725
3668610161859858595,1082406655
3652713736276646354,1082441402
3668535472377045620,1082489279
3664614102809080925,1082525189
3674765730461195073,1082539241
3668575501473777115,1082625114
3672791600283819708,1082700913
3676664071647660479,1082756333
3665779812769088649,1082839015
3663219707318889337,1082858739
3664385266953855855,1082884213
3670641045734840839,1082963428
3686394006523635497,1082987163
3657102333857807915,1083009798
3672206922089939930,1083189271
3664718857063463720,1083271163
3677315936011632980,1083289353
3682386570105815929,1083296854
3672383153185699016,1083337484
3665530893645793044,1083389280
3669832488075817888,1083402417
3668189005954943845,1083403227
3668222695678400600,1083405136
3663532063110298318,1083420408
3672893017345503210,1083484790
3672166390483713414,1083512057
3679286011741448549,1083552771
3663943357767753365,1083568380
3662588317061527450,1083582730
3664715442564464030,1083603057
3678081909070141953,1083611511
3668333222367827820,1083616644
3663825241874100727,1083670896
3668075584459438210,1083696406
3678156177644513435,1083774439
3657928273250488371,1083796643
3660880101196286095,1083846358
3668479586262486601,1083913689
3663867122098186700,1083962333
3660198704630844049,1084028084
3664574224036535574,1084085115
3664882430894771278,1084100323
3672206325089602734,1084115471
3658122431538683420,1084291211
3662992688234751664,1084355802
3655513350578787708,1084396274
3667014667407850870,1084411967
3668347193895577635,1084419700
3665990858872404848,1084427211
3676348340009201080,1084475456
