imrcpid,ladotdid,makemodel,lon,lat
04a3ac8b82fedd61ea7a911001f196ca,10008,INRIX VPP,-911790800,327592660
04ae0d078bb8487f8ef8db91ae707a81,10009,INRIX VPP,-934435920,308391860
0493b11569ff3c05e99ecee31d5b6ed9,10011,INRIX VPP,-924503440,313084700
049754c999d3c43bb2a6fb75fe20ffbc,10012,INRIX VPP,-938814560,327491800
044801a6b60ac05c2381e84d1484e8a2,10014,INRIX VPP,-930056800,317892920
044e01fbb2b1c34e27e81fc9fcdb8e8f,10016,INRIX VPP,-934326240,308392540
0435329c91232e435afe6f2be6e67a8c,10017,INRIX VPP,-911788400,327686920
04cd790886ab4f0159b4793bb91976c4,10018,INRIX VPP,-920825520,324729120
049754c999d3c43bb2a6fb75fe20ffbc,10019,INRIX VPP,-938843840,327561140
0409584c51641977351c695d3bfd42b4,10020,INRIX VPP,-924574160,313182800
04ecb0346a0526c373a3d49fb496b64a,10021,INRIX VPP,-926237520,314941280
04e396554a891b806a4f7499923e7416,10023,INRIX VPP,-911784720,327852560
04e889097e23c3b32a907dee71f4b71f,10024,INRIX VPP,-934325600,308392560
040abe080699734b5f0bc11456ec6df2,10025,INRIX VPP,-911786000,327781140
0428ec11dd7bf3277bb2148cb4151bf6,10026,INRIX VPP,-938756000,327353140
046cbb999f3387e78c1763ad2fd2c312,10027,INRIX VPP,-920828960,324962380
0450a361193ceb8ffb070b11a80993b6,10030,INRIX VPP,-926237520,314941280
04411863049b715739bf12a1a5cb89ac,10031,INRIX VPP,-934657120,308391720
0428ec11dd7bf3277bb2148cb4151bf6,10032,INRIX VPP,-938785280,327422480
0470e3ce9dd902d3221d815666362d20,10033,INRIX VPP,-920323840,302525800
04a3465461e0f52f7baa83c99d59d42e,10034,INRIX VPP,-922601120,309330680
04a7fe3c8e7b59426560018c80ffea9f,10036,INRIX VPP,-906741920,301225400
04374d9cefa5d4c426402b6a239f10b8,10037,INRIX VPP,-934656480,308391720
04e08471f20937e187043b18c5a41734,10038,INRIX VPP,-912050880,322572740
04b1b3a01c2bdb1f602127e9444653f2,10039,INRIX VPP,-920308880,302535000
04a3465461e0f52f7baa83c99d59d42e,10040,INRIX VPP,-922655680,309396680
043a910d09e02f8946a6f7752e348695,10041,INRIX VPP,-922590240,302351400
048f27859635cd05aa3d7a6a6e23816d,10043,INRIX VPP,-914709040,304102580
0402ae359f181121cd3b3f1b952adb74,10044,INRIX VPP,-920917680,324301800
0447ba689dff1eced8853bc3dbfe73b3,10045,INRIX VPP,-899395680,300147000
04c9cc2acd40b4774e01828121c6950e,10046,INRIX VPP,-934546880,308391700
047ef01fdbef143f3a89fa911c66cbb9,10047,INRIX VPP,-933812880,302158600
04e08471f20937e187043b18c5a41734,10048,INRIX VPP,-912077360,322663120
04f2410ec61749d8b32bd78c70efc544,10049,INRIX VPP,-912677360,306876800
04def1c8267425f77db7cb76e9908539,10050,INRIX VPP,-937108400,320375780
04f2a280b8cdf7860db6752589c4e711,10051,INRIX VPP,-924310880,310675600
049754c999d3c43bb2a6fb75fe20ffbc,10052,INRIX VPP,-938872720,327630620
0438208e6a6e598a04cb462c6ed1aad8,10053,INRIX VPP,-914601120,304121020
049a799fc270a23f9f2727aaa3c92ae7,10054,INRIX VPP,-920855520,324461780
04cc34a28645eec0c255f1d75d458e9e,10055,INRIX VPP,-934546240,308391700
04134032fa6d069665dcff744c8b32c9,10056,INRIX VPP,-931965680,302360700
04741704b9e844fe61bb3da977835719,10057,INRIX VPP,-914094880,304263940
0403f75e18935f8c03229382b5acd9b0,10058,INRIX VPP,-912119280,322750200
04d9d56448202c86d3452fd288fc2391,10059,INRIX VPP,-924408240,312825500
044465a2ac1c80bd30bdede783aeb6f1,10060,INRIX VPP,-938864320,327619100
0446a1012adf80e4ce4bbb0beb4104a3,10061,INRIX VPP,-920199920,302777500
048aa17d3f8004d01592818479650261,10063,INRIX VPP,-933875520,320985040
040dcee1e15345173a044a5a35b40a5b,10064,INRIX VPP,-920821760,324558900
0438208e6a6e598a04cb462c6ed1aad8,10065,INRIX VPP,-914494480,304143860
04392ea69bd0fa5d47904504b33faa8d,10066,INRIX VPP,-914193440,304227860
0456d414ad29f49960a493b7388729a6,10067,INRIX VPP,-912161360,322837300
04d3af5e629a48f7866bdcfa972a6e8c,10069,INRIX VPP,-918075120,299551300
04297b8eb2662e417a6797b475f19887,10070,INRIX VPP,-920823600,324668080
041a6392d7c2aaece8661d8c5ff9b402,10072,INRIX VPP,-912238720,322234080
04efa815040ffd6b3080d6737e31d2fb,10073,INRIX VPP,-901574640,304932800
04775188236fea23580c54c3cdf20c17,10074,INRIX VPP,-901907280,299993100
04b3ee04b7ff02e4d6db03dd07330b43,10076,INRIX VPP,-912187360,322317460
04e4eb7a0d65cea8ef0a644356af120b,10077,INRIX VPP,-916959840,298978920
04efcc7e7e20f2468062640372774713,10078,INRIX VPP,-917517200,299344840
04e8530539c5054bdd2e608850135de6,10079,INRIX VPP,-901485040,304926900
04897e3c7ca17cc77809b3b4c3107c37,10080,INRIX VPP,-910186640,296726920
04f81a189738c1757323eaf872902cce,10084,INRIX VPP,-912135760,322400780
04c9ff32f97f22eca8340875f70ef16c,10085,INRIX VPP,-921137280,323941800
04efcc7e7e20f2468062640372774713,10086,INRIX VPP,-917588560,299372120
049d535b19b935572d98a73456b465f8,10087,INRIX VPP,-913688800,304380220
042d96ab8494cf11cb2820c3ea64a44d,10088,INRIX VPP,-914919440,304047180
048474064c9be5b1a5dbcd052802437a,10090,INRIX VPP,-901485040,304926900
04897e3c7ca17cc77809b3b4c3107c37,10091,INRIX VPP,-910110320,296780680
04a4ac1201fcbe2b4937f7698028921a,10094,INRIX VPP,-915399440,317154600
04ec6aa0d0e02dba0322d5469293240a,10095,INRIX VPP,-930447600,316042400
046662dbd76edf67bc9d4e0d8bc74009,10096,INRIX VPP,-912084240,322484140
04c1cc1805ecb83327c54ea24893d8e3,10097,INRIX VPP,-922678240,302351300
042d96ab8494cf11cb2820c3ea64a44d,10098,INRIX VPP,-914814480,304075520
044f2b4c9ae68474013229863757f5e1,10099,INRIX VPP,-921083360,324054000
04de3f780e1387af145af79ef54745fe,10100,INRIX VPP,-913791120,304353100
04e113ef96e28273fbbf41b3143db666,10101,INRIX VPP,-923693680,310525900
04de3f780e1387af145af79ef54745fe,10102,INRIX VPP,-913893440,304325900
04dbb90b977068d57311df0157ffe746,10104,INRIX VPP,-929852320,302469500
04c8c9ee3ace0892379061cd8a489e27,10105,INRIX VPP,-912649280,306779600
04d07a1e4bda1dc772a8be9b02d8946e,10108,INRIX VPP,-917660240,299399100
04ca904c302c1fb3af42d54c691e7f7b,10111,INRIX VPP,-933678400,302366300
04d30e707b0a53a6fd514a52241ff382,10113,INRIX VPP,-912332400,321880040
04c5e5c18019e744bd4be63a8adb2144,10114,INRIX VPP,-933705600,302366200
0433c4a0517afe642e98bc3f5a20ee0c,10115,INRIX VPP,-933390640,302368280
042579ac05d692e61a481996ec86d900,10116,INRIX VPP,-909971200,296893880
04ffea00675c5edf536c8d34e543289e,10117,INRIX VPP,-933255040,302369900
043c49493783ff1409854a7851c5c355,10118,INRIX VPP,-917767840,299437600
04b497ae64ade834287a84203b5f2991,10119,INRIX VPP,-937770720,325566900
04741704b9e844fe61bb3da977835719,10120,INRIX VPP,-913995680,304298440
04ca218e369a40c7a8b167d00bbac0e7,10121,INRIX VPP,-904891280,304787200
04660555dbf93c048060ebb4a7494b39,10122,INRIX VPP,-929858960,302456500
04dbea5db7ef9dc4c3bcc04fc7940365,10123,INRIX VPP,-901753760,304944620
0497d53d6268162bd3139d857a6b3ace,10124,INRIX VPP,-920014480,327212300
04e101ceaad338ce9ac6a074eb9f0e18,10125,INRIX VPP,-905244400,304793060
043a926913bf2811a48c084d7e70fd30,10128,INRIX VPP,-924160320,316444220
04c956e2f39fa544447c6f31c26df406,10129,INRIX VPP,-912340000,321973840
0488e4d94154dc0d7d417a550210e361,10130,INRIX VPP,-938893200,327826840
042e38188c6c0abc53b5b382d8a2df9e,10131,INRIX VPP,-932513440,325810820
04f0d29fa86ed65ec7a6867b54387596,10132,INRIX VPP,-898488880,303212220
0411a023d36023d7fc133d8e7bf361cd,10133,INRIX VPP,-898123440,303099000
043bdcde4a3e5f5bac0efd3b0a6ec803,10134,INRIX VPP,-901753760,304944620
04a319f9471614d4b89f1f2d5679a054,10136,INRIX VPP,-904337280,304112500
04fa4e2d543fc1da962543b1667cdb4d,10137,INRIX VPP,-901331440,298950900
048ec00b728f4cda652d21b4c5db001e,10138,INRIX VPP,-901252400,298932600
048e4d50e0e529d65edaefdeb20e8c15,10140,INRIX VPP,-933554240,308392500
0444704fd069a676f22cf7549b36ac9d,10142,INRIX VPP,-921110320,323651500
0402c5ca093b401ba0e8588def27ebef,10144,INRIX VPP,-938882080,327897260
04e629bf33bd20927ac7c59898559221,10145,INRIX VPP,-912341440,322067260
0467907d4998913eff65696168a38064,10146,INRIX VPP,-913279520,304489020
044ed81233fb29da572b9c57d47223d1,10147,INRIX VPP,-901664160,304938700
0438f57edfcddb81195bd69fdab283c7,10151,INRIX VPP,-921136880,323766400
04f6e301e3520e2bef27171cf6fcc464,10153,INRIX VPP,-919952960,327339700
04cd095c22c466ce5a68aff6dc0df57a,10154,INRIX VPP,-920017120,327212480
0402c6a0eee5a3c71b6f2a088989da15,10155,INRIX VPP,-924877280,312422660
04e2f02c2feca8d4b1df27c614f3276b,10156,INRIX VPP,-920022720,327145380
04bfdf60bcd5bd9ac8e6d538b64885ed,10157,INRIX VPP,-912290160,322150720
04ce22e1e8339045ee798a879ba3e1a2,10158,INRIX VPP,-912303120,321695560
04c9015c7844e4735c96ef86f83e6914,10160,INRIX VPP,-933001600,302370800
04ded12ecb4576aac58333bf0e2c4466,10161,INRIX VPP,-932712640,301959800
0483c52840df4c711b0a568a5793388c,10162,INRIX VPP,-901221200,299961000
040515b30e51899da39162987f7e610f,10163,INRIX VPP,-910373600,296681000
0498026752ca5c4d1f44c5459acc17bd,10164,INRIX VPP,-901574640,304932800
042c3544ae97231b4cabfd3839ec2905,10165,INRIX VPP,-917327760,299225900
048fa3e0426787b0ad6c7ec1819c227e,10166,INRIX VPP,-938846480,328090780
0483cade5771477570d0191c0f36069b,10167,INRIX VPP,-924823440,312505600
04dbb90b977068d57311df0157ffe746,10168,INRIX VPP,-929860240,302460900
049d535b19b935572d98a73456b465f8,10174,INRIX VPP,-913484160,304434660
04b956cc6129c0f10dc29a0c770bc608,10175,INRIX VPP,-924198560,315993400
04132064b027a2ee478fbffd04a3ec35,10176,INRIX VPP,-912301280,321602980
0402c5ca093b401ba0e8588def27ebef,10177,INRIX VPP,-938845840,328108220
0425d190b6dcd592a446b2d0727956c6,10178,INRIX VPP,-910276480,296692820
042163f052b72f358def2fc345eb842f,10179,INRIX VPP,-917451680,299308160
046a498216fab67d04a51db6ba4e27a0,10181,INRIX VPP,-926898720,324073980
045246148285df8e62d2fddf0e8fd24b,10182,INRIX VPP,-900502960,300029300
04e71123f10b4fdf608281874561e657,10183,INRIX VPP,-929863600,302457000
0403e6c6caedc3173a599ca3fab697f1,10184,INRIX VPP,-922957760,325096620
04116a54b70f1dd8d8ca4871475b3058,10186,INRIX VPP,-924234720,312036500
04d4d128e26a7c4faf99a3ef9aff35e0,10187,INRIX VPP,-929216880,317239380
043a3b8f2668bb0cabe32e329d442968,10188,INRIX VPP,-924210400,311912860
04b0aac0c861493b6e44918541268851,10189,INRIX VPP,-931806160,302642100
04108ef9c1ff0303980a9f3218355375,10191,INRIX VPP,-932001920,303527400
049d535b19b935572d98a73456b465f8,10192,INRIX VPP,-913586480,304407500
04286b780a8bc190d656dffb6304f792,10193,INRIX VPP,-921137280,323869400
04e87cec7ce53f7c28904a2f3763f6e3,10195,INRIX VPP,-931805840,302422900
04ce22e1e8339045ee798a879ba3e1a2,10197,INRIX VPP,-912302800,321694480
044b7ba9708f1104372d533a3e007512,10198,INRIX VPP,-937050960,317508700
04c9f8ecd8a40171abca6a0bf2ad4306,10199,INRIX VPP,-937012320,317614800
04ecb4964d77df10de76cb286973bd5c,10200,INRIX VPP,-927044320,323730740
04e6a873958879d4640121a479a8b29f,10201,INRIX VPP,-933774800,308391700
04a32eafb370bb2c3d02adae6a196e91,10202,INRIX VPP,-936934960,317859800
04dbb90b977068d57311df0157ffe746,10203,INRIX VPP,-929860240,302460900
04d1aa4eabe54dfef9dc5f495aad2c5e,10204,INRIX VPP,-935260320,301936920
048fa9b13274f8c8098e2fcb1a35ae7f,10205,INRIX VPP,-936964400,317745500
04b2f2368808f1acdbcfcf2ef4a83d37,10207,INRIX VPP,-931805440,302569600
0403e6c6caedc3173a599ca3fab697f1,10208,INRIX VPP,-922846480,325096740
04866555e5c0b1e996709eb3f1752a74,10209,INRIX VPP,-924198320,316165100
04b0d49df045bdc242f591711fe772e4,10211,INRIX VPP,-929216880,317239380
04ebe8639a45f53ec37607da6be87369,10212,INRIX VPP,-921126000,324948500
04f4da5f0ae1bcee9ca94894c68a7fcb,10213,INRIX VPP,-931805120,302518400
04ff106756ad7441db2c8def59f1c901,10215,INRIX VPP,-928717600,304467500
04a838359b43b3847a973bfb6c0e2383,10216,INRIX VPP,-931804560,302495300
049b2809c166801332ca6fd89ea08900,10217,INRIX VPP,-928666560,304558400
045c234462945c2becd2bc99876e6def,10218,INRIX VPP,-931805120,302518400
0402c5ca093b401ba0e8588def27ebef,10219,INRIX VPP,-938870880,327967720
04b3eeb27d31dfeb8eeb8b49015483cf,10220,INRIX VPP,-931809040,302655500
044f8bff11c596c25fdc0ca3357d5dc1,10221,INRIX VPP,-931976320,303148600
04812c0c7da84dac1f58065763ca4688,10222,INRIX VPP,-912327680,321786160
04e3e64ffcd5794f0bc7082165a151bf,10223,INRIX VPP,-912187520,296938200
0462e195bb55725d2acc51176eaaf601,10224,INRIX VPP,-933774000,308391720
04660555dbf93c048060ebb4a7494b39,10225,INRIX VPP,-929858960,302456500
04d1aa4eabe54dfef9dc5f495aad2c5e,10226,INRIX VPP,-935363120,301917220
04aac6bfb076af4cefd57ea605b15132,10227,INRIX VPP,-937136560,320284700
0473560fa50f61872f23d60b73758ccf,10228,INRIX VPP,-912309040,296905300
040680521634f48da0f360bc3a50be97,10229,INRIX VPP,-922749120,325098120
04b35060b80342fba6c6c84e34e6be16,10230,INRIX VPP,-924180560,316354180
04f39fbbbe6606a75408b9167faf6378,10231,INRIX VPP,-929255200,317328560
04bc00191232a0ffe30748130eb8badf,10233,INRIX VPP,-912353120,296896200
048b4c442f43bb443af62e4e9862545c,10234,INRIX VPP,-912497520,296866200
0402c5ca093b401ba0e8588def27ebef,10235,INRIX VPP,-938859520,328038140
0409071b6e644fc2d4bb89507260d624,10237,INRIX VPP,-912786480,296793000
04ae8a1717900560fdd5e32b5b3ec024,10238,INRIX VPP,-913059440,296874340
0463e917ccdda3907f9837a0c24b5ca8,10239,INRIX VPP,-926958240,323877440
0434010e9d90f7c7a2c01c5dbc49e452,10240,INRIX VPP,-913178880,296910100
0486b7467d18e8daea105bb0ebe6b723,10241,INRIX VPP,-929178240,303651200
042f3ccedcb718dbda24b098f83f1cf3,10242,INRIX VPP,-929127520,303737040
0440ba349b6aaceb101ebc7696cdef64,10243,INRIX VPP,-903080400,299723500
04e0d7764fa3d10196fe2428213de772,10244,INRIX VPP,-929059840,303857700
04dbb90b977068d57311df0157ffe746,10246,INRIX VPP,-929852320,302469500
047e0cfea4a0f2792da10c12db211f85,10247,INRIX VPP,-928975840,304007800
04e96d618171029cc4233d444f5499be,10248,INRIX VPP,-935485760,301893700
049563932d33b1716bc6224bde23ce2e,10249,INRIX VPP,-911992720,323943720
04d063eca2fb8c3580fa12f80142b148,10250,INRIX VPP,-928903120,304137800
04ee7dba04a4c33b5f48faa844e76912,10251,INRIX VPP,-922449760,325098760
0484b1f5f4b6e21da9c36d767d355cb7,10252,INRIX VPP,-928849040,304234000
04e6a873958879d4640121a479a8b29f,10253,INRIX VPP,-933664560,308392180
049b869db5fd59f57d1d120f53f6a771,10254,INRIX VPP,-928821040,304283600
04c1f612d596d819d687040de3bf49ba,10255,INRIX VPP,-913251600,296921000
04f3ab1f727db9756ef7509b2b96962c,10257,INRIX VPP,-913596240,296971200
0415beac35ca2ec52a63eb7d3ef2f5fc,10258,INRIX VPP,-931978000,303151400
040c3d0931271dfbf9a246640a09850f,10259,INRIX VPP,-926983200,323824320
0451e8aa9be2b0fc151072772df26160,10260,INRIX VPP,-924160640,315735500
045c2001f1fbf7a7f488bfb20c8c946e,10264,INRIX VPP,-932764640,310109200
04a4768f11e47f04f901a320caa39f2d,10265,INRIX VPP,-932710480,310177300
0472e2895dc55d3c5e1789fac0bf638b,10266,INRIX VPP,-931182320,302324800
04c4353e5d599c93c83e200d519e5786,10267,INRIX VPP,-928644880,302315600
04651065dc99158406f583acc848e2b1,10268,INRIX VPP,-906851520,301235080
04eeb9fb23ea13822e92111dc29c9838,10270,INRIX VPP,-933014640,308469900
04eba5fbed18273545232774594eab44,10271,INRIX VPP,-932972320,308469100
04e96d618171029cc4233d444f5499be,10272,INRIX VPP,-935568960,301877820
041e3064bc9bd5b6a7e94dcecbb45786,10273,INRIX VPP,-932889760,308467200
0462e195bb55725d2acc51176eaaf601,10275,INRIX VPP,-933663680,308392180
0425c7e573feadca4f72c6ac172dc7b5,10276,INRIX VPP,-932889760,308479800
0448d7d41f17a34b7e4767e155148ea1,10277,INRIX VPP,-932972320,308481700
04a773e6d3882cae4c008a05fddf471e,10278,INRIX VPP,-932889760,308488200
04451a7471539181a5fd8b0e53a4257e,10280,INRIX VPP,-932889760,308479800
04451a7471539181a5fd8b0e53a4257e,10281,INRIX VPP,-932889760,308488200
04e07b124b9df04c13b5436a52ae5b73,10282,INRIX VPP,-932876800,308612100
04b371ec949f394145ff5b8ebbbe1511,10283,INRIX VPP,-924174880,315791400
04de8ed39a8ab4c25e47946fc24ac758,10287,INRIX VPP,-932848800,308725400
04415f3cad897316f4654eb0f8dd38be,10293,INRIX VPP,-920778480,304699640
043b00effe0e150bbf58bd607ea0cb0a,10294,INRIX VPP,-932841120,309118900
04cd394cee39ed0b42d6f3ba97aa80cb,10295,INRIX VPP,-932811440,309983600
04f10b52336f6f9716a372aaa183dc77,10296,INRIX VPP,-923274320,325181380
04d1432f53541fe7bde541d640f388dd,10297,INRIX VPP,-934746000,302035300
045253b43e659aa21afdd8f5257377c3,10298,INRIX VPP,-929178480,317150240
040057e155ace1fe0c9c3c6c0d685e14,10301,INRIX VPP,-924198000,315893400
044c7e5ec2548d2ec4622f5547356e74,10302,INRIX VPP,-901478880,299632000
04242727c445c322fb4e63bd9d75e3bb,10303,INRIX VPP,-901453360,299627900
04242727c445c322fb4e63bd9d75e3bb,10305,INRIX VPP,-901445280,299626700
04242727c445c322fb4e63bd9d75e3bb,10306,INRIX VPP,-901435120,299625100
04415f3cad897316f4654eb0f8dd38be,10307,INRIX VPP,-920757760,304611340
04be49b52bca65b6ab8af690765b3a54,10308,INRIX VPP,-927102880,323640700
04743b76fe2ca2c62b97bb83279a3572,10309,INRIX VPP,-901319280,299644100
0469d98c57f190438c5742cddeea5599,10310,INRIX VPP,-923169200,325146480
04ee4fd37d4abbf3d89acff78ba6548b,10311,INRIX VPP,-901478240,299633500
04e02a1f3c0a5ff8f6dcfc6fcf956f0f,10312,INRIX VPP,-901523520,299629800
04ce2018a60ccc41acab71b7d51de0df,10313,INRIX VPP,-901546960,299630600
04e71123f10b4fdf608281874561e657,10315,INRIX VPP,-929863600,302457000
04c9365be5ca90095b93a0671fad982b,10316,INRIX VPP,-934848880,302015600
045295582e60775f82f3c50cf3b2d4aa,10317,INRIX VPP,-896465040,302344460
04bfc3b89e7ea4128b4945ba50f0f8e4,10324,INRIX VPP,-932650320,311432500
047478c5b58577cdf5af65000d855aee,10325,INRIX VPP,-937281840,324125900
04331650e82e3f54ac119629763f4c07,10326,INRIX VPP,-927190080,323519220
04e261a0157381faf2836dcbe42be02e,10327,INRIX VPP,-920735600,304523240
04042171c7381c2ceba9d9e9bb9dcb96,10328,INRIX VPP,-911993520,323594400
046cc99a2f93bf486acc197aa4e4226b,10329,INRIX VPP,-896465040,302344460
04bbf63fa8007462d97e33693a8730bd,10330,INRIX VPP,-935054160,301974500
04c9365be5ca90095b93a0671fad982b,10331,INRIX VPP,-934951760,301995940
04802aee055edd066d6dd1b20fd180ca,10332,INRIX VPP,-930874720,305200600
0458982e139af35d8991852a4229d680,10333,INRIX VPP,-926568240,325400000
044d9c0c401cf1bd3724e6e21166e208,10335,INRIX VPP,-920651680,305326500
045047b40ca2ae23957c2835e05c7fed,10336,INRIX VPP,-935665680,320684580
04e261a0157381faf2836dcbe42be02e,10337,INRIX VPP,-920713520,304435140
04767a365bc0ba265eee56766cde743a,10338,INRIX VPP,-932758800,311429220
0418948e0e883ba11384286fa0e3be32,10339,INRIX VPP,-929007200,316910780
049d6ac4e932d68b1a0cdc540b572703,10340,INRIX VPP,-911993600,323699540
047215a89af7db6f168034f7b6558f0b,10341,INRIX VPP,-896572560,302328700
04bbf63fa8007462d97e33693a8730bd,10342,INRIX VPP,-935157120,301955140
048b94599e96e36b1fd9a5f8c0b165ea,10343,INRIX VPP,-918503120,299784720
041deb7355b922576b9476c5642996d0,10344,INRIX VPP,-920634800,305371100
048f455b005ae8c9c46906e1adc17622,10345,INRIX VPP,-932672480,311273000
04767a365bc0ba265eee56766cde743a,10347,INRIX VPP,-932758800,311429220
043e913ab2f275f88784037f3acb3bb7,10348,INRIX VPP,-912093200,296975800
0457e48b1ae96db299824eae2d585deb,10349,INRIX VPP,-911993600,323793560
0433aa6d13bce318077804bc1c87da9a,10350,INRIX VPP,-938436240,324524680
04cbe7f83e8018fa497a8cf28115b433,10351,INRIX VPP,-922143920,309888620
041735890feb2b818f91356d7c43a6b0,10352,INRIX VPP,-929911520,302496500
04ca4ad02b5a25f1f6db6c2c6ae7e52d,10353,INRIX VPP,-920542560,303826960
0454719a24c6ad76d15ac3c366627931,10354,INRIX VPP,-934334560,302114060
04d422919331c42e207806096050161b,10355,INRIX VPP,-911992560,323891100
04bda1180cdd2a85275caa68d841baf6,10356,INRIX VPP,-912075840,305062000
0458ea59ee3f5a75bb847c6d461dd4d0,10359,INRIX VPP,-924135200,315636200
04ef2b26dba52d5b415a7df5085f0636,10360,INRIX VPP,-901200880,299553700
043bda88cf993066e50cb3d6261c912b,10361,INRIX VPP,-901204560,299560500
04639290f501c403919ba35c729ce756,10362,INRIX VPP,-901246720,299594600
04ca4ad02b5a25f1f6db6c2c6ae7e52d,10365,INRIX VPP,-920565920,303896140
04e7cfa7b5a6ad84e39a2d6ccf0353a8,10366,INRIX VPP,-934437040,302092800
049107967bf85591414c7a978237f099,10367,INRIX VPP,-935465120,320442960
048d62270c21d62c03d7eb215ba2c702,10368,INRIX VPP,-924656400,312725800
04064a93c643d93691754bbd2920df6e,10369,INRIX VPP,-924141040,310368700
04cf3766f65ffb71cf56965084b345db,10370,INRIX VPP,-900975600,299408600
04f08331c943cb51dd1e8af1703527d0,10371,INRIX VPP,-937432080,324178400
041b28df90b658263d276eea1550526e,10372,INRIX VPP,-918269120,299623300
04bc1ffb0dc810e65d5578111db267db,10373,INRIX VPP,-912175520,323270600
049107967bf85591414c7a978237f099,10375,INRIX VPP,-935406080,320368580
044b84cb17d4d9f59999bb4682b1510a,10377,INRIX VPP,-920582000,303966500
04e7cfa7b5a6ad84e39a2d6ccf0353a8,10378,INRIX VPP,-934540160,302074580
045f83848e11d2fed2e775f362a222e6,10380,INRIX VPP,-901516240,299023500
0493f029eabc0f8e747d20ab62959791,10381,INRIX VPP,-928942080,316729120
043dde6e70cdbc43caf8e317f467c2f8,10382,INRIX VPP,-937687520,324203980
045154353b578dc3edeb8ff15fbab1ae,10383,INRIX VPP,-924760320,312894300
04e48c6548b3be37793d66ed41bd29c1,10384,INRIX VPP,-918271440,299626900
04aa8db99404009df4dba2831c0cb099,10385,INRIX VPP,-912118960,323351600
04be582a13d8485290c02c982c7001ef,10388,INRIX VPP,-900960960,299414600
04a1ad70b78bf618efc78ba5af15badd,10389,INRIX VPP,-896357440,302360040
044b84cb17d4d9f59999bb4682b1510a,10390,INRIX VPP,-920568800,304037480
0468fafdcd4ef73466774e189aa7f3ea,10391,INRIX VPP,-900963600,299416800
04d1432f53541fe7bde541d640f388dd,10392,INRIX VPP,-934643120,302054920
04a88ab22e3ef2addd89e958c77c1320,10393,INRIX VPP,-932673760,311606900
0412c145898c179d832a31fa62b3e297,10394,INRIX VPP,-901337280,298958600
045239015e20c3f2730909bc8eb4dbc9,10395,INRIX VPP,-901391920,298973900
049c65136e586118c43364eef32af59d,10396,INRIX VPP,-901426400,298983000
049c65136e586118c43364eef32af59d,10397,INRIX VPP,-901436400,298985600
04086d95deaad1c9f39b10f966374aba,10398,INRIX VPP,-929007200,316910780
04112a148e4890cd86805f322d4e6618,10399,INRIX VPP,-901471680,298998300
040e9a6ae18867c0c20a220d6d06f05a,10401,INRIX VPP,-935525280,320516620
04f949a5df1cf5e09679e5305e9cf37d,10402,INRIX VPP,-912062320,323432540
04a6fe5782bb675562fc5217a5c55a72,10403,INRIX VPP,-896357440,302360040
04255190cc93b7eee6aee93d829541fc,10404,INRIX VPP,-918343440,299665340
04d6bee263ea2743ea301ff3ce1d8fcb,10406,INRIX VPP,-920236320,302914800
04b4058c23d8933d079b5b4448108fb8,10408,INRIX VPP,-911666560,304691300
047ef01fdbef143f3a89fa911c66cbb9,10409,INRIX VPP,-933918240,302159500
047094c837a875f83b45567b60fa0656,10410,INRIX VPP,-935294240,320118140
04a2d2719bdd4bcbad75a0846e64f126,10412,INRIX VPP,-912005600,323513480
04a047158e0d8e4ee861baffa91cb26b,10413,INRIX VPP,-920664240,305269500
046f6abe87efc3cff547421dc4759c02,10414,INRIX VPP,-917237280,299165900
041a53a3752d07126df10e41db7221d3,10415,INRIX VPP,-936322000,325418400
0488eca26bbbfa9b1682cfa68c83740b,10416,INRIX VPP,-926480320,302130120
0415f3b9d77759ad7fc43648e958b936,10417,INRIX VPP,-920147360,302597900
043ecc6d503d49716f2232cff02c4128,10418,INRIX VPP,-920466320,303601100
047094c837a875f83b45567b60fa0656,10419,INRIX VPP,-935251120,320036660
04a6d404b3a7a941af5468690a4decb1,10421,INRIX VPP,-934055040,302158800
045154de9bbe1b473c2aefde2c742d23,10423,INRIX VPP,-924318480,310683600
049e9fc7238ff479da0593fe652f9849,10424,INRIX VPP,-912203440,322924340
04ac750f5bac16faacf63feaf7d765b0,10425,INRIX VPP,-924164560,313360200
049107967bf85591414c7a978237f099,10427,INRIX VPP,-935370960,320313560
04a23f55b2728ef0c1b9b1356e85b218,10429,INRIX VPP,-920495920,303688600
04a6d404b3a7a941af5468690a4decb1,10430,INRIX VPP,-934128400,302151940
049c5f17c0e9f281ef1a9ef5f6d564e2,10431,INRIX VPP,-932808000,311742700
045154de9bbe1b473c2aefde2c742d23,10433,INRIX VPP,-924274320,310604800
04580718df42bc1935a3672770614374,10434,INRIX VPP,-900885360,299460300
049cdfa4e401fdd5a4d5f3c1abcf0c23,10435,INRIX VPP,-911683440,304731200
043d22bd296fc5a26248fd4db8b70622,10436,INRIX VPP,-900946880,299426500
04f4c797be29b6ab5f5497ef164c252b,10438,INRIX VPP,-920891200,324996800
04779d89833617bff4b709ebf50d59bf,10439,INRIX VPP,-924662000,312760200
04e6498a3aa0e64d1a2ae53a0193e228,10440,INRIX VPP,-926488240,302467640
04159fc4936c6f805ae67363eabb03f5,10442,INRIX VPP,-900775920,299444900
04ca4ad02b5a25f1f6db6c2c6ae7e52d,10444,INRIX VPP,-920519280,303757780
