ramp,isMetered,archiveId,realTimeId,name,physicalLon,physicalLat,iNode,jNode,imrcpId,segmentId,detectedLon,detectedLat
,,7535,147,I-435 W @ AT 104TH ST,-945667300,389399701,-2147483648,-2147483648,402542791,1255790657,-945667339,389398471
,,7536,148,I-435 W @ EAST OF 104TH ST,-945598700,389396400,650,651,378767554,1131103007,-945598630,389395210
,,7537,153,I-70 W @ BROADWAY,-945910999,391070000,-2147483648,-2147483648,500594581,1338185149,-945912499,391069621
,,7538,155,I-70 W @ WYANDOTTE,-945859999,391071001,-2147483648,-2147483648,276404089,1334597826,-945859929,391069700
,,7539,156,I-70 E @ Wyandotte,-945859989,391067541,-2147483648,-2147483648,459242818,1240579696,-945860090,391068281
,,7540,157,I-70 W @ GRAND AVE,-945802999,391068000,-2147483648,-2147483648,287477167,1166777527,-945802799,391068161
,,7541,158,I-70 E @ BURLINGTON,-945777299,391065511,-2147483648,-2147483648,339612882,1255368160,-945777369,391065661
,,7542,159,I-70 W @ CHARLOTTE,-945736999,391066001,-2147483648,-2147483648,307175134,1240191168,-945737729,391065580
,,7544,161,I-70 E @ CHARLOTTE,-945733000,391064001,-2147483648,-2147483648,535626643,1147093568,-945733330,391063541
,,7545,162,I-70 W @ ADMIRAL BLVD,-945711969,391051841,-2147483648,-2147483648,368368618,1160120732,-945712299,391051841
,,7546,163,I-70 W @ 11TH ST,-945724330,391018691,-2147483648,-2147483648,307578600,1278722952,-945724579,391018250
,,7547,164,I-70 E @ 11TH ST,-945725999,391007001,-2147483648,-2147483648,331965204,1184323901,-945725999,391007001
,,7549,168,I-70 W @ TROOST AVE,-945689919,390966201,-2147483648,-2147483648,293117248,1247775710,-945690089,390966371
,,7550,170,I-70 E @ PASEO BLVD,-945652909,390960171,-2147483648,-2147483648,437971916,1214349921,-945652909,390960881
,,7553,172,I-70 E @ WOODLAND AVE,-945626739,390959710,-2147483648,-2147483648,299959941,1319858659,-945626950,390960091
,,7554,173,I-70 W @ BROOKLYN AVE,-945586999,390957001,-2147483648,-2147483648,341637817,1174050533,-945586499,390960500
,,7555,174,I-70 E @ BROOKLYN AVE,-945586999,390957001,-2147483648,-2147483648,496211934,1295921471,-945586880,390958801
,,7556,175,I-70 W @ PROSPECT AVE,-945538870,390958920,-2147483648,-2147483648,397269020,1213198458,-945538970,390959550
,,7557,178,I-70 W @ BENTON BLVD,-945439999,390959001,-2147483648,-2147483648,364928634,1105209444,-945438869,390959880
,,7558,179,I-70 E @ TRUMAN RD,-945442019,390949091,-2147483648,-2147483648,370267500,1310987638,-945441820,390949261
,,7559,180,I-70 W @ 18TH ST,-945417170,390895710,-2147483648,-2147483648,388425683,1130473880,-945417199,390895511
,,7560,182,I-70 W @ 23RD ST,-945411040,390858781,-2147483648,-2147483648,491177220,1257360005,-945411249,390858831
,,7561,183,I-70 E @ 23RD ST,-945412879,390827421,-2147483648,-2147483648,378613223,1213862662,-945411839,390827481
,,7562,186,I-70 E @ JACKSON AVE,-945322059,390727351,-2147483648,-2147483648,535350840,1230022892,-945320959,390727530
,,7563,187,I-70 W @ JACKSON AVE,-945321799,390728791,-2147483648,-2147483648,301920787,1296530906,-945321880,390728990
,,7564,188,I-70 E @ LISTER AVE,-945251059,390721250,-2147483648,-2147483648,393117883,1230022892,-945251119,390721700
,,7566,190,I-70 W @ VAN BRUNT BLVD,-945181379,390708120,-2147483648,-2147483648,484858281,1100085577,-945181220,390708620
,,7567,191,I-70 E @ VAN BRUNT BLVD,-945198000,390711001,-2147483648,-2147483648,393028994,1225204467,-945198280,390710461
,,7568,192,I-70 W @ 31ST ST,-945129289,390696890,-2147483648,-2147483648,466524168,1249149495,-945129399,390696710
,,7569,193,I-70 E @ 31ST ST,-945087459,390675821,-2147483648,-2147483648,528080270,1103764916,-945087769,390675300
,,7570,194,I-70 W @ 31ST ST,-945086770,390678310,-2147483648,-2147483648,376863525,1320298379,-945086540,390678680
,,7571,70,I-435 W @ East of HWY 69,-947011599,389354600,315,317,348256597,1096499974,-947011509,389353110
,,7572,71,I-435 W @ INDIAN CREEK,-946915120,389348080,313,315,464777355,1325725094,-946915220,389347770
,,7573,199,I-35 N @ I - 435 TO I-35NB FF,-947447669,389412270,-2147483648,-2147483648,406313259,1303986451,-947448710,389412451
x,,7574,200,I-435 W @ WORNALL RD FR,-945956999,389409000,14786,14787,384587278,1304320385,-945956969,389411191
x,,7575,201,I-435 E @ HOLMES RD FR,-945843999,389404000,-2147483648,-2147483648,467247261,1337821181,-945843999,389404000
x,,7576,202,I-70 E @ 10TH ST FR,-945727779,391021441,-2147483648,-2147483648,418796167,1156436831,-945727909,391021581
,,7577,203,I-435 W @ I-435WB TO 69SB FF,-947061999,389363001,11648,210,437606121,1335814574,-947061400,389365550
,,7578,73,I-435 W @ ANTIOCH RD,-946787309,389342000,11706,14190,384347012,1103916790,-946787269,389342511
x,,7579,204,I-35 S @ 87TH ST OR,-947195999,389705001,-2147483648,-2147483648,510199254,1124268584,-947200119,389706000
x,x,7580,205,I-435 E @ HOLMES RD OR,-945815000,389403001,14780,655,436531355,1101591194,-945814809,389401311
,,7581,206,I-435 W @ 69NB TO I-435WB FF,-947031999,389360000,2533,11651,344637084,1161942852,-947033880,389360081
x,,7583,209,I-70 E @ 10TH ST OR,-945728459,391013190,-2147483648,-2147483648,341777466,1243243278,-945728499,391013171
x,,7584,211,I-70 W @ 11TH ST OR,-945721869,391011371,-2147483648,-2147483648,300210098,1309027218,-945721850,391011460
x,,7585,212,I-435 E @ 1-435EB TO 69NB CD,-947091609,389349361,251,2566,473769312,1257118238,-947091539,389349611
x,,7586,213,I-70 W @ 11TH ST OR,-945719999,391015001,-2147483648,-2147483648,276649297,1323738492,-945723399,391015750
,,7588,214,I-435 E @ 69SB TO I-435EB FF,-947060000,389355000,153,190,443406049,1208214716,-947045729,389356201
,,7591,79,I-435 W @ MISSION RD,-946287470,389330350,-2147483648,-2147483648,461209947,1243779771,-946287419,389330450
,,7595,224,I-35 S @ 69NB TO I-35NB FF,-947104000,389790000,-2147483648,-2147483648,412580466,1089080623,-947125549,389772681
x,,7599,228,I-70 W @ HARRISON/TROOST FR,-945708850,390976740,-2147483648,-2147483648,462404896,1210186112,-945709939,390976781
,,7600,229,I-35 S @ I-70EB TO I-35SB FF,-945935000,391047001,-2147483648,-2147483648,343736163,1240795987,-945934809,391047260
x,,7601,230,I-435 W @ 104TH STREET FR,-945669000,389401001,651,880,375622698,1219917955,-945668579,389402390
x,,7602,231,I-70 W @ CHARLOTTE FR,-945720259,390978351,-2147483648,-2147483648,488336417,1262790536,-945718949,390980650
,,7603,232,I-35 S @ South of I-70,-945935000,391047001,-2147483648,-2147483648,515461693,1086278267,-945933040,391047051
x,x,7604,233,I-435 E @ 104TH STREET OR,-945669999,389399001,648,649,517019145,1159564011,-945669330,389393210
,,7605,234,I-35 N @ I-35NB TO I-70WB FF,-945931109,391044110,-2147483648,-2147483648,420252298,1146535347,-945931439,391044220
x,,7606,236,I-70 E @ PASEO BLVD FR,-945660259,390959030,-2147483648,-2147483648,416669521,1283833098,-945660320,390959260
x,,7608,241,I-70 E @ PASEO BLVD OR,-945619460,390958491,-2147483648,-2147483648,285299494,1131058862,-945619599,390958631
x,,7610,384,I-70 E @ DELEWARE FR,-945845000,391067000,-2147483648,-2147483648,487957058,1306236427,-945843509,391066411
x,,7612,401,I-70 W @ BURLINGTON OR,-945794000,391074000,-2147483648,-2147483648,363139398,1192885419,-945794109,391069700
x,,7613,410,I-70 E @ HWY 40 OR,-944411000,390462000,-2147483648,-2147483648,293300630,1289850943,-944412819,390466691
x,,7614,418,I-70 W @ BURLINGTON FR,-945769999,391069001,-2147483648,-2147483648,494674590,1263181492,-945770289,391068450
x,,7615,369,I-70 E @ MANCHESTER TRFWY OR,-944971979,390620250,-2147483648,-2147483648,342992943,1103476137,-944971739,390621951
x,,7616,633,I-635 N @ SHAWNEE FR,-946788479,390516391,-2147483648,-2147483648,413254881,1282379149,-946788939,390516680
x,,7617,634,I-635 S @ SHAWNEE OR,-946794479,390510571,-2147483648,-2147483648,272325291,1258455944,-946794569,390510561
x,,7618,635,I-635 N @ SHAWNEE OR,-946797239,390552781,-2147483648,-2147483648,277660790,1131268130,-946791620,390552551
,,7619,636,I-635 N @ SHAWNEE DR,-946797239,390552781,-2147483648,-2147483648,494548122,1268856548,-946793119,390552841
,,7620,637,I-635 S @ SHAWNEE DR,-946797239,390552781,-2147483648,-2147483648,409089360,1119213267,-946795319,390552301
x,,7621,638,I-635 S @ SHAWNEE FR,-946797239,390552781,-2147483648,-2147483648,484132572,1253914051,-946796609,390548221
,,7622,640,I-635 S @ DOUGLAS AVE,-946796899,390655751,-2147483648,-2147483648,377846165,1118596105,-946795859,390655850
x,,7623,641,I-635 N @ METROPOLITAN FR,-946800319,390720171,-2147483648,-2147483648,274064200,1103402560,-946800850,390720240
x,,7624,642,I-635 N @ METROPOLITAN OR,-946801479,390745161,-2147483648,-2147483648,448092644,1106424450,-946801810,390745271
x,,7625,643,I-635 S @ METROPOLITAN FR,-946808099,390749971,-2147483648,-2147483648,498531670,1137960781,-946809159,390750231
x,,7626,644,I-635 S @ METROPOLITAN OR,-946800850,390736680,-2147483648,-2147483648,493778779,1265969729,-946808139,390742071
,,7627,645,I-635 N @ METROPOLITAN AVE,-946800850,390736680,-2147483648,-2147483648,280966295,1128164430,-946803579,390736820
,,7628,646,I-635 S @ METROPOLITAN AVE,-946800850,390736680,-2147483648,-2147483648,533855727,1149105341,-946805889,390736650
x,,7629,647,I-635 N @ SWARTZ OR,-946800819,390801281,-2147483648,-2147483648,463171981,1301330050,-946800690,390801320
x,,7630,648,I-635 S @ SWARTZ FR,-946810700,390802280,-2147483648,-2147483648,494216686,1078365550,-946810879,390802370
,,7631,649,I-635 N @ SWARTZ RD,-946807729,390802980,-2147483648,-2147483648,377712589,1277335084,-946804069,390802911
,,7632,650,I-635 S @ SWARTZ RD,-946807729,390802980,-2147483648,-2147483648,398914667,1158679156,-946806430,390803161
x,,7633,651,I-635 N @ KANSAS AVE FR,-946800049,390918170,-2147483648,-2147483648,323986840,1337915692,-946799289,390917750
x,,7634,652,I-635 S @ KANSAS AVE OR,-946809690,390913321,-2147483648,-2147483648,345780317,1077134085,-946810449,390913330
,,7635,653,I-635 S @ KANSAS AVE,-946807859,390914030,-2147483648,-2147483648,464687375,1255071225,-946807660,390914081
,,7639,54,I-435 E @ INDIAN CREEK,-946915400,389345691,2655,326,491973954,1088786063,-946915269,389345891
,,7640,55,I-435 E @ ANTIOCH RD,-946849379,389342321,328,2169,497225063,1118648568,-946849499,389342261
,,7644,61,I-435 E @ MISSION RD,-946287640,389327840,-2147483648,-2147483648,289016262,1263450448,-946287690,389327950
,,7647,64,I-435 E @ STATE LINE RD,-946103999,389359000,14794,14796,284209767,1323894201,-946104919,389360751
x,,7649,654,I-635 N @ KANSAS AVE OR,-946802359,390932431,-2147483648,-2147483648,285666821,1106384981,-946801649,390932070
x,,7650,655,I-635 S @ KANSAS AVE FR,-946811550,390931200,-2147483648,-2147483648,442086045,1340811978,-946810559,390931490
,,7651,656,I-635 N @ KANSAS AVE,-946804390,390932190,-2147483648,-2147483648,513624267,1171594429,-946805300,390932151
,,7652,3,I-35 N @ 95TH ST,-947369000,389513000,-2147483648,-2147483648,349737437,1150473596,-947370440,389513870
,,7653,5,I-35 N @ QUIVIRA RD,-947240000,389654001,-2147483648,-2147483648,404026840,1146338878,-947241269,389654701
,,7654,7,I-35 N @ 87TH ST,-947177999,389720001,-2147483648,-2147483648,283881354,1151626682,-947178879,389720341
,,7655,8,I-35 N @ HWY 69,-947108999,389790000,-2147483648,-2147483648,528920254,1335227611,-947110590,389790661
,,7657,10,I-35 N @ 75TH ST,-947008000,389898000,-2147483648,-2147483648,453862480,1194198183,-947008290,389898450
,,7658,11,I-35 N @ 75TH ST,-946962999,389946000,-2147483648,-2147483648,512087449,1194198183,-946964409,389946390
,,7659,12,I-35 N @ 67TH ST,-946951999,390000001,-2147483648,-2147483648,398504568,1153632899,-946946920,390000010
,,7660,13,I-35 N @ 67TH ST,-946937999,390082001,-2147483648,-2147483648,290711311,1112486604,-946937589,390082300
,,7661,14,I-35 N @ 63RD ST / SHAWNEE MI,-946928999,390163001,-2147483648,-2147483648,306453149,1165570706,-946929589,390163001
,,7662,15,I-35 N @ JOHNSON DR,-946917999,390233000,-2147483648,-2147483648,349306150,1255336042,-946913710,390233140
,,7663,16,I-35 N @ ANTIOCH RD,-946895520,390300001,-2147483648,-2147483648,528646857,1090099499,-946892469,390302281
,,7664,17,I-35 N @ ANTIOCH RD,-946866540,390336561,-2147483648,-2147483648,340636667,1208913380,-946866349,390336611
,,7665,18,I-35 N @ ANTIOCH RD,-946836399,390358001,-2147483648,-2147483648,514231518,1330077299,-946836899,390364161
,,7666,19,I-35 N @ I-635,-946802420,390382661,-2147483648,-2147483648,492679670,1330077299,-946802420,390382661
,,7667,21,I-35 N @ LAMAR AVE,-946633999,390428000,-2147483648,-2147483648,418780219,1304447399,-946633999,390428000
,,7668,22,I-35 N @ LAMAR AVE,-946555000,390452001,-2147483648,-2147483648,334143019,1096246059,-946554189,390450901
,,7669,23,I-35 N @ 18TH ST EXPRESSWAY,-946440709,390481680,-2147483648,-2147483648,534763563,1227784042,-946441049,390482021
,,7672,28,I-35 S @ 95TH ST,-947336429,389555001,-2147483648,-2147483648,421481366,1307042263,-947337659,389555591
,,7673,29,I-35 S @ QUIVIRA RD,-947241999,389651000,-2147483648,-2147483648,474051431,1099140433,-947245929,389652440
,,7675,31,I-35 S @ HWY 69,-947142519,389761251,-2147483648,-2147483648,291506624,1099313812,-947142079,389761210
,,7676,32,I-35 S @ HWY 69,-947090900,389815851,-2147483648,-2147483648,351847807,1099313812,-947090579,389815300
,,7678,35,I-35 S @ 75TH ST,-946962999,389946000,-2147483648,-2147483648,290419903,1191698282,-946966659,389946810
,,7679,440,I-70 E @ NOLAND ROAD,-944160899,390458200,-2147483648,-2147483648,480930680,1311070295,-944160909,390459690
,,7680,442,I-70 W @ NOLAND ROAD,-944160899,390458200,-2147483648,-2147483648,329372763,1103525907,-944161019,390461440
x,,7681,444,I-70 E @ NOLAND ROAD FR,-944173200,390459001,-2147483648,-2147483648,274195053,1220575305,-944173349,390458900
,,7682,512,I-70 W @ W OF LITTLE BLUE PKW,-943449499,390396800,-2147483648,-2147483648,462743123,1267321207,-943449750,390395360
,,7683,511,I-70 W @ AT LITTLE BLUE RIVER,-943514200,390405401,-2147483648,-2147483648,468774967,1103062164,-943514279,390404321
,,7684,502,I-70 E @ WEST OF MO7,-942736100,390302501,-2147483648,-2147483648,324854895,1235442018,-942735959,390303651
,,7685,501,I-70 E @ NW 19TH STREET,-942847799,390316700,-2147483648,-2147483648,295558951,1251817919,-942847540,390317031
x,,7686,489,I-70 E @ LITTLE BLUE PKWY OR,-943370299,390381101,-2147483648,-2147483648,472017812,1267790162,-943371000,390381740
x,,7687,488,I-70 W @ LITTLE BLUE PKWY OR,-943457499,390398101,-2147483648,-2147483648,333254343,1336247398,-943457469,390398030
x,,7688,478,I-35 S @ MISSION ROAD FR,-946248999,390635000,-2147483648,-2147483648,444412457,1273221302,-946251479,390636821
x,,7689,473,I-35 N @ 7TH STREET TRFWY OR,-946166400,390732400,-2147483648,-2147483648,518199195,1085954669,-946166560,390732441
x,,7690,472,I-35 N @ 7TH STREET TRFWY FR,-946195399,390682700,-2147483648,-2147483648,319156453,1229728394,-946196220,390683380
,,7691,557,I-435 E @ I-435 NB AT CURVE N,-945357149,389426280,14700,11410,525836644,1114744990,-945357390,389426510
x,,7692,559,I-435 W @ RAMP FROM US71 SB,-945394899,389408001,14703,14704,369156172,1240315965,-945394559,389407900
x,,7693,560,I-435 W @ BANNISTER ROAD OR,-945393700,389405901,11512,14704,355300671,1089513347,-945394079,389406231
,,7694,563,I-470 W @ WEST OF I-435 MERGE,-945398399,389394701,11664,14706,373789688,1084956113,-945398320,389392671
,,7695,565,I-435 W @ I-435 SB TO WB TURN,-945404749,389397541,-2147483648,-2147483648,344804726,1199276681,-945404170,389396631
x,,7696,567,I-435 W @ SB US71/BANNISTER CD,-945398999,389396000,14708,11592,292204808,1199276681,-945400039,389398431
,,7697,578,I-70 E @ E OF WOODS CHAPEL,-943037699,390339100,-2147483648,-2147483648,341682317,1219752947,-943037809,390339571
x,,7698,574,I-49 S @ RED BRIDGE FR,-945291299,389320001,14764,14746,496921747,1275966836,-945290599,389320311
,,7700,577,I-435 E @ ANTIOCH,-946787709,389339791,2169,2274,442855887,1229069928,-946787599,389340181
,,7701,579,I-435 E @ STATELINE,-946058199,389374900,-2147483648,-2147483648,337052411,1192398741,-946058459,389375641
,,7702,580,I-435 E @ WEST OF WORNALL,-945988399,389397201,-2147483648,-2147483648,311519965,1261539618,-945988569,389397970
x,,7703,445,I-70 W @ NOLAND ROAD OR,-944173200,390461901,-2147483648,-2147483648,481737148,1151890167,-944173140,390462611
,,7704,448,I-70 E @ EAST OF PHELPS RD,-944011099,390452901,-2147483648,-2147483648,359037252,1270689566,-944011079,390453650
,,7705,449,I-70 W @ EAST OF PHELPS RD,-944011200,390456101,-2147483648,-2147483648,311877646,1096652536,-944011299,390455151
,,7706,453,I-70 E @ WEST OF LEES SUMMIT,-943898599,390448401,-2147483648,-2147483648,427872031,1279230524,-943898599,390448401
x,,7707,455,I-70 E @ LEES SUMMIT ROAD FR,-943898800,390447101,-2147483648,-2147483648,298450013,1139868729,-943898800,390447570
x,,7708,456,I-70 W @ LEES SUMMIT OR,-943898800,390452300,-2147483648,-2147483648,309674135,1120255676,-943898750,390452440
,,7709,457,I-70 W @ WEST OF LEES SUMMIT,-943898400,390451500,-2147483648,-2147483648,529357964,1151442063,-943898400,390451500
,,7712,460,I-70 E @ EAST OF LEES SUMMIT,-943857399,390446701,-2147483648,-2147483648,342369078,1279230524,-943857399,390446701
,,7713,461,I-70 W @ EAST OF LEES SUMMIT,-943857399,390449801,-2147483648,-2147483648,464855162,1151442063,-943857399,390449801
x,,7714,462,I-70 E @ LEES SUMMIT OR,-943857399,390446201,-2147483648,-2147483648,357396275,1166364005,-943857339,390445570
x,,7715,463,I-70 W @ LEES SUMMIT FR,-943857399,390450100,-2147483648,-2147483648,294987595,1212551912,-943857119,390451691
,,7718,466,I-70 E @ I-470 INTERCHANGE,-943669600,390422800,-2147483648,-2147483648,279964106,1218076431,-943669469,390423780
,,7719,467,I-70 W @ I-470 INTERCHANGE,-943668799,390426101,-2147483648,-2147483648,373494196,1261822017,-943669049,390425280
x,,7720,468,I-70 E @ I-70EB TO I-470SB FR,-943685200,390424701,-2147483648,-2147483648,478756620,1225779091,-943685679,390424200
,,7721,469,I-70 W @ I-470NB TO I-70WB FF,-943672200,390427201,-2147483648,-2147483648,382057678,1109139650,-943605100,390420780
x,,7722,471,I-35 N @ MISSION ROAD OR,-946243900,390634400,-2147483648,-2147483648,341021176,1143192767,-946243749,390634400
x,,7723,474,I-35 N @ CAMBRIDGE CIRCLE FR,-946098999,390750700,-2147483648,-2147483648,446612936,1234550055,-946099130,390750350
,,7724,475,I-35 N @ MISSION ROAD,-946233600,390644600,-2147483648,-2147483648,500457471,1108466549,-946233929,390644900
,,7725,476,I-35 N @ 7TH STREET TRFWY,-946166900,390732901,-2147483648,-2147483648,454811970,1091710605,-946167949,390733741
,,7726,477,I-35 N @ CAMBRIDGE CIRCLE,-946094999,390752100,-2147483648,-2147483648,364991777,1240145672,-946095480,390753181
x,,7727,479,I-35 S @ 7TH STREET TRFWY OR,-946199199,390701700,-2147483648,-2147483648,479906831,1141867658,-946199330,390701961
x,,7728,480,I-35 S @ 7TH STREET TRFWY FR,-946188999,390720700,-2147483648,-2147483648,452084832,1273673246,-946189140,390721120
x,,7729,481,I-35 S @ CAMBRIDGE CIRCLE OR,-946094999,390756001,-2147483648,-2147483648,494357245,1272650409,-946095799,390757181
,,7730,482,I-35 S @ MISSION ROAD,-946248999,390635000,-2147483648,-2147483648,383651810,1214348420,-946248790,390634740
,,7731,483,I-35 S @ 7TH STREET TRFWY,-946197099,390700800,-2147483648,-2147483648,506563079,1196405465,-946196649,390700790
,,7732,484,I-35 S @ CAMBRIDGE CIRCLE,-946097100,390755301,-2147483648,-2147483648,482954138,1300516649,-946096979,390754520
x,,7733,485,I-70 E @ I70EB TO HWY291NB FR,-943606699,390413501,-2147483648,-2147483648,386187064,1231468897,-943603059,390413200
x,,7734,486,I-70 W @ I470NB TO I70WB OR,-943612999,390417700,-2147483648,-2147483648,434794722,1265042268,-943611539,390418531
x,,7735,487,I-70 E @ LITTLE BLUE PKWY FR,-943453399,390392800,-2147483648,-2147483648,471492141,1112720007,-943453339,390392611
x,,7736,490,I-70 W @ LITTLE BLUE PKWY FR,-943369899,390385900,-2147483648,-2147483648,337683482,1327350627,-943370299,390386490
x,,7737,491,I-70 E @ MO7 FR,-942745000,390304501,-2147483648,-2147483648,354281116,1222053221,-942744969,390304111
,,7738,492,I-70 E @ EAST OF I470/HWY291,-943572599,390409501,-2147483648,-2147483648,338638806,1240002816,-943572749,390410450
,,7739,493,I-70 E @ AT LITTLE BLUE,-943515799,390401601,-2147483648,-2147483648,283783727,1186008541,-943515780,390402491
,,7740,494,I-70 E @ W OF LITTLE BLUE PKW,-943449199,390393500,-2147483648,-2147483648,502918540,1096883238,-943449209,390393360
,,7741,495,I-70 E @ E OF LITTLE BLUE PKW,-943373299,390382901,-2147483648,-2147483648,321901657,1096883238,-943373250,390383200
,,7742,496,I-70 E @ NW SCRIMSHAW RD,-943273199,390369300,-2147483648,-2147483648,359276237,1197203267,-943273039,390369911
,,7743,497,I-70 E @ NW 50TH ST,-943153999,390354001,-2147483648,-2147483648,308589472,1197203267,-943154059,390354201
,,7744,498,I-70 E @ W OF WOODS CHAPEL,-943077099,390343701,-2147483648,-2147483648,483573496,1219752947,-943077030,390344360
,,7745,500,I-70 E @ NW SAUNDERS RD,-942947999,390328300,-2147483648,-2147483648,315269033,1251817919,-942947960,390329110
x,,7746,503,I-70 E @ I470NB TO I70EB OR,-943572699,390409600,-2147483648,-2147483648,389207661,1172182342,-943572809,390408780
x,,7747,504,I-70 W @ I70WB TO HWY29NB FR,-943561999,390412401,-2147483648,-2147483648,528755380,1289929966,-943562509,390412700
x,,7748,505,I-70 E @ WOODS CHAPEL FR,-943079000,390343800,-2147483648,-2147483648,394980355,1143980691,-943079390,390343361
x,,7749,506,I-70 W @ WOODS CHAPEL OR,-943080499,390347701,-2147483648,-2147483648,342219997,1311247303,-943080520,390347781
x,,7750,507,I-70 E @ WOODS CHAPEL OR,-943035799,390337300,-2147483648,-2147483648,461336160,1242447458,-943035719,390338280
x,,7751,508,I-70 W @ WOODS CHAPEL FR,-943030599,390342900,-2147483648,-2147483648,351660324,1224158994,-943031109,390341901
x,,7752,509,I-70 W @ MO7 OR,-942739999,390307401,-2147483648,-2147483648,348347471,1304894820,-942740040,390307110
,,7753,510,I-70 W @ EAST OF I470/HWY291,-943572599,390413900,-2147483648,-2147483648,386677454,1331678917,-943573080,390412110
,,7754,513,I-70 W @ E OF LITTLE BLUE PKW,-943374299,390385900,-2147483648,-2147483648,438168798,1267321207,-943374649,390385071
,,7755,514,I-70 W @ NW SCRIMSHAW RD,-943272900,390372700,-2147483648,-2147483648,416287187,1140458786,-943273209,390371490
,,7756,515,I-70 W @ NW 50TH ST,-943154700,390356401,-2147483648,-2147483648,485727586,1140458786,-943154810,390355861
,,7757,516,I-70 W @ W OF WOODS CHAPEL,-943076599,390347301,-2147483648,-2147483648,387713384,1155826744,-943076869,390346030
,,7758,517,I-70 W @ E OF WOODS CHAPEL,-943037400,390343001,-2147483648,-2147483648,530537468,1155826744,-943037599,390341401
,,7759,518,I-70 W @ NW SAUNDERS RD,-942946899,390331000,-2147483648,-2147483648,393930050,1279005264,-942946940,390330570
,,7760,519,I-70 W @ NW 19TH STREET,-942848199,390320900,-2147483648,-2147483648,512518663,1279005264,-942848829,390318780
,,7761,520,I-70 W @ WEST OF MO7,-942733499,390306301,-2147483648,-2147483648,398643227,1315134089,-942733809,390304820
x,,7762,521,I-49 N @ I470/I435 CD,-945266199,389273601,11853,14749,420600700,1073884882,-945267319,389274241
x,,7763,522,I-49 N @ RED BRIDGE OR,-945272199,389291000,14752,11762,322460102,1300158190,-945272149,389291191
,,7764,523,I-49 N @ US71NB TO I435WB FF,-945266199,389317400,14728,11664,520793165,1125967943,-945267209,389317891
,,7765,524,I-49 N @ SOUTH OF I-470,-945274200,389294501,11853,11762,497896085,1084573750,-945275689,389294770
,,7766,525,I-49 S @ I470WB TO US71SB FF,-945280699,389279201,14747,14750,330617495,1138567564,-945280519,389279251
,,7767,526,I-49 S @ I-470EB TO I-49SB FF,-945284299,389309001,14738,14740,371754683,1077618889,-945283629,389308211
x,,7769,528,I-470 E @ RED BRIDGE OF,-945302599,389325900,14738,14746,431199717,1266912874,-945301759,389325650
,,7770,529,I-49 S @ BEFORE I470WB FF,-945281300,389278900,-2147483648,-2147483648,443305399,1129420238,-945277669,389278831
,,7771,530,I-49 S @ AT I-470EB R,-945283799,389310500,14764,14740,378073071,1205700173,-945282129,389310971
,,7772,531,I-435 E @ GRANDVIEW RD,-945503099,389384800,11581,14692,381406973,1163976481,-945502759,389388581
,,7773,533,I-435 E @ S OF BANNISTER RD,-945334799,389466900,11410,14712,340566942,1160576035,-945336570,389467191
,,7774,534,I-435 E @ I435NB/I470EB SPLIT,-945403129,389387580,14692,14700,497849218,1177227737,-945403359,389387870
x,,7775,535,I-435 S @ BANNISTER ROAD OR,-945317699,389506800,11186,11462,329373620,1153545649,-945318069,389507151
x,,7776,536,I-435 N @ BANNISTER ROAD FR,-945312399,389503801,14712,11187,280127546,1156371726,-945311309,389503861
,,7778,538,I-435 W @ N OF HICKMAN MILLS R,-945340599,389467800,-2147483648,-2147483648,268936730,1293635030,-945338940,389467770
,,7779,539,I-435 W @ S OF BANNISTER RD,-945317200,389506300,11245,14708,346691942,1293635030,-945314850,389506531
x,,7781,543,I-470 E @ RED BRIDGE OR,-945270869,389271860,11744,11884,304920161,1085135957,-945264640,389272161
,,7782,544,I-470 E @ I470/US71 SPLIT FF,-945323369,389348001,-2147483648,-2147483648,463950064,1136644100,-945324289,389346890
,,7783,545,I-470 E @ US71SB TO I470EB FF,-945326819,389352111,-2147483648,-2147483648,359038103,1146830609,-945326279,389352531
,,7784,546,I-470 E @ US71NB TO I470EB FF,-945245599,389325300,14728,14724,308701049,1276076627,-945245330,389324651
,,7785,547,I-470 E @ I470/US71 SPLIT,-945318699,389343001,14762,14765,340590093,1259783804,-945317370,389343931
,,7786,548,I-470 E @ W OF 71NB TO 470EB F,-945248899,389323801,14765,14724,366133878,1213009571,-945249349,389325950
,,7787,549,I-470 E @ EAST OF HILLCREST RD,-945166200,389354400,-2147483648,-2147483648,504732323,1197330209,-945167109,389355620
,,7788,550,I-470 E @ I470EB/I435NB SPLIT,-945411799,389382300,14692,14695,376647316,1107599719,-945411349,389383911
x,,7789,551,I-470 W @ RED BRIDGE OF,-945281599,389278200,14747,14751,341819886,1262478652,-945282880,389277750
,,7790,552,I-470 W @ I-435NB/US71 FF,-945221199,389336501,14725,11664,325809556,1221175020,-945223169,389333750
,,7791,553,I-470 W @ HILLCREST RD,-945221499,389336900,14725,14726,460306625,1213403708,-945222099,389335380
,,7793,759,I-435 W @ AFTER HWY 69,-947134800,389353400,317,321,428349317,1145805273,-947134779,389353030
x,,7794,761,I-435 E @ ANTIOCH OR,-946849999,389355000,11683,2169,280166955,1299929729,-946851110,389339970
x,,7795,762,I-435 E @ METCALF FR,-946730249,389329190,2274,11781,282545439,1120824012,-946729549,389328830
