segId,detId
1123452694,7450
1124214283,8195
1124268584,7579
1125233193,8190
1125392263,7866
1125578955,8244
1125967943,7764
1126729619,7361
1127376124,8442
1127419945,7342
1127640425,8462
1128164430,7627
1129332058,8265
1129420238,7770
1129509609,8304
1129825399,7351
1129863648,7810
1130251873,8435
1130473880,7559
1130782214,7943
1130875002,7796
1130929327,8452
1130981290,7495
1131037278,7331
1131058862,7608
1131103007,7536
1131268130,7618
1131491481,7991
1131616632,7370
1131639584,8392
1131920614,8044
1132085944,8336
1132156282,8247
1132325850,7880
1132329904,8139
1133160564,7980
1133483918,8363
1134092398,7383
1134207623,7977
1135293235,7896
1135347214,8295
1135774623,8020
1136297961,7865
1136380085,8196
1136644100,7782
1136902283,7803
1137104659,7498
1137845131,8063
1137891451,7978
1137960781,7625
1138278098,7315
1138326681,8034
1138567564,7766
1139208149,8143
1139868729,7707
1140135943,8157
1140453158,7472
1140458786,7755
1141406470,8406
1141541032,8286
1141867658,7727
1142105625,7456
1142274390,7526
1143192767,7722
1143251100,8123
1143658181,7530
1143839783,7846
1143839838,8402
1143980691,7748
1145143400,7458
1145318778,8163
1145805273,8391
1146338878,7653
1146535347,7605
1146821624,8418
1146830609,7783
1146836265,8224
1147092969,8364
1147093568,7544
1147473407,7314
1147808820,7971
1147943320,8453
1148005514,8305
1148446341,8450
1148502817,7366
1148616796,8326
1148888223,8276
1148909642,8210
1149103457,8055
1149105341,7628
1150331455,7347
1150473596,8382
1151175204,7394
1151298615,7292
1151442063,8148
1151486267,7400
1151510586,7932
1151626682,8353
1151629207,7832
1151890167,7703
1151943101,7385
1152306771,8102
1152624189,8319
1152769225,7950
1153047474,8448
1153183386,7820
1153356558,8335
1153545649,7775
1153578347,8291
1153632899,7659
1153789352,8458
1153868333,7941
1153968980,8207
1154086694,7951
1154301800,8329
1154707914,8105
1155701607,8031
1155826744,7757
1155961803,8193
1156371726,7776
1156436831,7576
1156714160,7913
1157760504,8173
1157786594,7953
1158464951,8464
1158679156,7632
1158929339,8469
1159448082,7815
1159564011,7604
1159679813,8360
1159711419,8289
1160120732,7545
1160576035,8454
1161120125,7494
1161225602,8133
1161244081,7863
1161869236,7934
1161942852,7581
1162440050,7411
1163614178,8322
1163976452,7983
1163976481,7772
1164023591,7818
1164064530,7330
1164319968,7842
1164480090,8253
1164505546,7945
1164710792,8339
1164852042,8324
1164892599,7817
1165073903,8125
1165297812,8296
1165570706,7661
1165921034,8383
1166364005,7714
1166777527,7540
1167252649,8030
1167439035,8346
1167493736,7487
1167501446,8067
1168418867,8117
1168732084,7474
1169888809,7493
1170148467,7318
1170153802,8068
1170159581,7328
1170709066,7317
1170944671,8465
1171444925,8284
1171594429,7651
1171762752,8449
1171974359,8227
1172182342,7746
1172530905,8306
1172806319,8064
1174050533,7554
1174097676,8410
1174396930,8122
1174583052,7378
1174651418,7849
1175032144,7461
1175066623,7420
1175227914,7528
1175436649,7377
1175544014,8357
1175600927,7296
1176013869,7300
1177227737,7774
1177494196,7948
1177948363,8426
1179014190,7884
1179244085,8234
1179262530,7834
1179280388,8115
1179296112,8001
1179646113,7480
1179863578,8141
1180476426,7911
1180682029,8008
1180956896,8411
1181466969,7359
1182065784,8041
1182139285,7415
1182291202,7482
1182387611,8060
1182579475,8424
1182833000,8252
1183654537,7886
1183852965,7345
1184262596,8181
1184323901,7547
1184370064,7984
1185235232,7961
1185585213,8396
1186008541,7739
1187767320,7850
1187975182,8437
1188242353,8447
1188320569,7985
1188534875,7303
1188733135,8275
1188820690,8175
1189792860,7992
1190454211,7825
1191026550,8151
1191246706,7804
1191698282,8350
1192104663,7877
1192237039,7486
1192398741,7701
1192405979,8256
1192726216,7332
1192789371,7534
1192885419,7612
1193424416,8217
1194186424,7864
1194198183,8445
1194207754,8368
1195006836,7380
1195172876,7982
1195415551,7801
1195496356,7483
1195676354,8042
1195897391,8231
1196405465,7731
1196456790,8150
1196551704,8248
1197175106,7375
1197203267,7743
1197330209,7787
1197387863,8113
1197402356,7352
1198224758,8425
1198287228,7496
1198387204,8138
1199151809,7835
1199276681,7695
1199391296,8420
1199770837,8376
1200030309,7853
1200532233,8056
1201367242,7373
1201379868,7340
1201680707,8104
1201999103,8258
1202102781,8239
1202525228,7396
1203390270,8285
1203485344,7862
1203555959,8404
1204023108,7938
1205082015,7975
1205417184,8132
1205445383,8457
1205700173,7771
1205796888,7338
1207933175,8007
1208214716,7588
1208413000,7346
1208913380,7664
1209102348,8200
1209356162,7837
1209778962,8130
1209790709,7407
1209885850,8263
1210186112,7599
1210420566,7883
1210585204,7446
1210894645,7444
1210953120,8136
1211227863,8433
1211495315,7454
1212278765,8389
1212304197,8430
1212396916,7382
1212551912,7715
1213009571,7786
1213064400,8316
1213198458,8461
1213403708,7791
1213862662,7561
1214348420,7730
1214349921,7550
1214541143,7831
1214822224,8077
1215223442,7353
1215269412,8038
1215719951,8245
1216053010,7492
1216498973,7390
1216771691,7958
1216885560,7477
1217428314,8307
1217592760,8070
1217746964,8428
1218024347,8379
1218076431,7718
1218364897,7414
1218442975,8414
1218694472,7944
1218876033,7902
1218971881,7320
1219094038,7379
1219315030,8062
1219652014,8277
1219752947,7697
1219917955,7601
1220575305,7681
1220876273,7940
1220963426,8097
1221175020,7790
1221378903,8254
1221733215,7416
1222053221,7737
1222072564,8386
1222505094,7293
1222810429,7797
1223026439,7349
1223897386,7475
1223950044,8010
1224059564,8106
1224158994,7751
1224359731,8257
1224483107,7889
1224810448,8332
1224852188,7344
1225085459,8018
1225204467,7567
1225779091,7720
1226817782,7404
1227098719,8035
1227328912,7965
1227784042,7669
1227790290,8405
1228209093,8463
1229069928,7700
1229340367,7881
1229663856,8029
1229728394,7690
1230022892,7562
1230218576,8095
1230283204,7469
1230343012,7286
1230754288,7904
1230832614,7424
1230929485,7455
1231462480,7995
1231468897,7733
1231506088,7405
1231719059,8085
1231764660,7409
1232409687,8013
1232677942,8438
1232694908,7821
1232995436,8387
1233613703,7329
1233973528,8456
1234044424,8142
1234100033,7290
1234192416,7839
1234550055,7723
1234616481,8118
1234796708,8228
1235038145,7478
1235043191,7529
1235412605,7327
1235442018,7684
1235517501,7302
1235633751,7894
1236458792,7354
1236783970,8261
1236823422,8189
1237407325,8134
1237411564,8198
1237483127,7308
1238457761,7490
1238517000,8432
1238602804,7893
1239144814,8317
1240002816,7738
1240145672,7726
1240191168,7542
1240295394,8232
1240315965,7692
1240452970,8093
1240579696,7539
1240620914,7310
1240795987,7600
1240847261,7891
1241052717,8028
1241632910,7876
1241634162,8342
1242061236,8229
1242439730,7491
1242447458,7750
1242644438,7470
1242664374,8069
1243243278,7583
1243779771,8273
1243851670,8365
1244565651,8408
1244653951,7895
1244658400,7871
1245523060,7471
1245535940,7859
1245840271,8466
1246637619,7962
1246750076,7816
1246838803,8058
1247017272,7481
1247775710,7549
1247843068,7857
1248043269,7508
1248060146,8219
1248862860,7890
1249149495,7568
1249865077,7521
1250364320,7412
1250865838,7856
1250866304,7423
1251243000,7452
1251380808,7316
1251565935,8036
1251817919,7685
1252008212,7371
1252726600,7395
1253451557,8161
1253914051,7621
1254480365,8026
1255043271,7445
1255071225,7635
1255135508,8065
1255336042,7662
1255368160,7541
1255783627,7489
1255790657,7535
1255819080,8331
1256035493,8409
1256514107,7854
1257118238,7585
1257360005,7560
1257526883,7372
1258080861,8024
1258094885,7360
1258325136,8362
1258364445,8451
1258455944,7617
1258471583,8269
1259082925,7933
1259402886,8072
1259783804,7785
1260300024,8057
1260670317,8164
1260850714,7903
1261539618,7702
1261751266,8249
1261822017,7719
1262046543,8152
1262478652,7789
1262502205,7897
1262790536,7602
1262911455,7813
1263166919,7312
1263178639,7970
1263181492,7614
1263421970,8262
1263450448,8272
1264015802,8238
1264211810,8264
1264982357,8385
1265042268,7734
1265061105,7981
1265209196,7946
1265222806,7861
1265237167,7348
1265313122,7388
1265364597,7905
1265492721,7436
1265795430,8011
1265807015,7892
1265847039,8185
1265969729,7626
1266418150,8282
1266619686,7484
1266912874,7769
1266962550,8436
1267321207,7682
1267368730,8073
1267573363,7870
1267649546,7989
1267790162,7686
1267885777,7514
1268778601,7418
1268825446,8334
1268856548,7619
1270494350,8468
1270553020,7298
1270689566,8145
1270769479,7879
1272650409,7729
1272660828,7954
1272739181,8312
1273221302,7688
1273673246,7728
1273956107,7476
1274796276,8082
1274918338,8333
1275242096,8417
1275313952,7499
1275347161,8439
1275488253,7807
1275957783,8047
1275966836,7698
1276076627,7784
1276178560,8294
1276273037,8179
1276594536,8094
1277335084,7631
1277478011,7836
1277564358,8050
1277782423,7814
1277966641,7422
1278018000,8278
1278053681,7462
1278062747,7838
1278722952,7546
1278800947,7398
1278931839,7386
1279005264,7759
1279024840,7459
1279230524,8147
1279328496,8208
1279534524,7401
1279621600,8283
1279638645,7402
1279643524,7957
1279935627,7531
1280288087,7473
1280361559,7826
1280761601,8310
1280900825,8444
1281549194,8309
1282379149,7616
1282563990,7852
1282983557,8225
1283186173,8246
1283309733,8187
1283374907,7994
1283594660,7367
1283752768,7867
1283796075,8287
1283833098,7606
1284726041,7468
1285382440,8120
1285596283,8186
1286261998,8359
1286457722,8372
1286466363,8354
1287688529,7900
1287782267,8271
1288083385,8241
1289523947,7952
1289606889,7364
1289655172,7356
1289805170,8422
1289850943,7613
1289929966,7747
1290015192,8415
1290833227,8159
1291425364,8371
1292322412,8124
1292751322,7295
1292775427,7365
1293029265,8053
1293127586,7357
1293635030,8455
1293778453,8441
1293930887,7829
1293964488,7341
1294199796,8328
1294252809,8434
1294850892,7819
1294969290,7949
1295391672,8221
1295921471,7555
1296272747,7923
1296530906,7563
1297820043,8114
1298300297,7827
1299621991,8327
1299929729,7794
1299953060,7389
1300153604,8019
1300158190,7763
1300516649,7732
1300601528,8027
1301164838,7421
1301285284,7343
1301330050,7629
1301463527,8040
1301499192,8052
1302176634,8298
1303652333,7532
1303708132,7811
1303986451,7573
1304320385,7574
1304323005,7313
1304447399,8443
1304471874,7906
1304499284,7460
1304681676,7304
1304781716,7358
1304894820,7752
1306004545,8446
1306096167,8393
1306236427,7610
1306255626,7845
1306626057,7828
1306726716,7855
1306794144,8016
1306893194,8049
1306900977,7449
1307042263,7672
1307344634,8188
1307568932,7976
1307649085,8039
1307857581,8174
1308090983,7873
1309027218,7584
1309231869,8199
1310532578,8048
1310987638,7558
1311070295,7679
1311247303,7749
1311302649,7869
1312543529,8356
1313374959,8119
1314562300,8343
1314637444,8090
1314972543,7922
1315134089,7761
1315506225,7858
1315797203,8398
1316233167,8108
1316405817,7808
1316659072,7337
1316858527,8259
1317156020,8180
1317450108,7333
1317587489,8078
1318243552,8162
1318345623,8088
1318499586,8378
1319858659,7553
1320298379,7570
1320385117,7289
1320881294,8051
1321605639,8302
1321898759,8300
1321944280,8338
1322720655,7335
1323300394,8071
1323738492,7586
1323804025,7969
1323894201,7647
1323995919,7311
1324555713,7506
1324701140,7374
1324719726,8092
1324724094,8014
1324731543,7888
1324811225,8358
1325239347,7885
1325437174,8155
1325725094,7572
1325896345,7306
1326456420,8361
1326548960,7851
1326976892,7294
1327350627,7736
1327723434,8407
1328019587,8059
1328279408,7440
1328511640,8021
1328538263,7288
1328838230,8279
1328846745,8235
1328904793,8137
1329253759,8352
1329462652,7392
1329602669,8427
1329604777,7979
1329684449,7381
1329996955,7287
1330077299,7665
1330405737,7339
1330695203,8000
1330722304,8297
1330912331,7325
1331378520,8355
1331397812,7996
1331678917,7753
1331770654,7326
1331894067,7397
1332002726,8158
1333065431,8046
1333336293,8321
1334185175,8074
1334405232,7413
1334469470,8399
1334597826,7538
1335184506,7910
1335227611,8080
1335291778,8301
1335309899,7833
1335415638,8061
1335531142,7907
1335612961,8308
1335814574,7577
1335817599,8089
1335966708,8288
1336150444,8079
1336247398,7687
1337114879,8290
1337431959,8311
1337821181,7575
1337915692,7633
1338185149,7537
1338434345,7908
1339459573,7802
1339532215,7513
1339576018,8156
1340114798,7972
1340811978,7650
1341583339,7466
